article_id,manual_label_id,label,user_id_hash,sample_method,source,publication_timestamp,target_entity,full_text_available,existing_split,historical_exposure_status,historical_test_120_membership,active_test_148_membership,r5b_153_membership,normalized_title_hash,combined_text_hash,normalized_url_hash,text_length
930,903,positive,d4735e3a265e16ee,legacy_hard_case,,,,False,active_train,no_known_test_exposure,unknown,False,False,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,ca0a0cc4e8543b488db82715fb00b310d9cfdc3a52ff31fbef498ff8cd3d530d,,306
422,733,neutral,d4735e3a265e16ee,legacy_hard_case,,,,False,active_train,no_known_test_exposure,unknown,False,False,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,62e54461dad4a181a9acd8815de22bf2eeb7cb8e55032619f6b1aee9bdcf0ed2,,258
1699,504,neutral,d4735e3a265e16ee,legacy_hard_case,,,,False,active_train,r5b_153,unknown,False,True,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,6c948aedbb8f438339d8b4076e5934e37849f5380b181338538c92afb9d3e619,,380
492,905,neutral,d4735e3a265e16ee,legacy_hard_case,,,,False,active_train,no_known_test_exposure,unknown,False,False,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,c8251c284ea4429d030b52e6f727a514a920854f17f2f75266f62959fcd8d4f1,,363
1444,792,neutral,d4735e3a265e16ee,legacy_hard_case,,,,False,active_train,r5b_153,unknown,False,True,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,97676782e1ecb1266454b80c24312a6c2de0fc853a303c48e26e3e66d373783b,,333
1530,135,neutral,d4735e3a265e16ee,legacy_hard_case,,,,False,active_train,no_known_test_exposure,unknown,False,False,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,1999b24c3c2f1c204cea156815b3d45a73f37492c90389e699d96eb1c3b97f42,,240
984,404,positive,d4735e3a265e16ee,legacy_hard_case,,,,False,active_train,no_known_test_exposure,unknown,False,False,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,b01fe9f1620f7ae818cc1641563284027ed3e436d59876ef6c6115b4a38537c0,,258
890,711,neutral,d4735e3a265e16ee,legacy_hard_case,,,,False,active_train,r5b_153,unknown,False,True,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,19cb7bb7d76049dd30c32233e377095beecb3459aee78c04410d4340c520d6c8,,207
996,721,positive,d4735e3a265e16ee,legacy_hard_case,,,,False,active_train,no_known_test_exposure,unknown,False,False,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,23575e828b915e8915e8fd5bc85819e9aa7e7402a7bc46ba464ed0edaaad7ec2,,288
973,228,positive,d4735e3a265e16ee,legacy_hard_case,,,,False,active_train,no_known_test_exposure,unknown,False,False,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,9c40c01837329feabf15ad051b91ad607bde04624b569979bf40033b13b4650e,,264
1338,863,neutral,d4735e3a265e16ee,legacy_hard_case,,,,False,active_train,no_known_test_exposure,unknown,False,False,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,f487d9c911006007e14404059b39ad07821ab6b567fbb0ab8bedbf39898b6b9e,,348
292,205,neutral,d4735e3a265e16ee,legacy_hard_case,,,,False,active_train,no_known_test_exposure,unknown,False,False,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,43c5af7c65672b146a6aeafcc6fff8b283a5ecd5a16323c43fa31a9cbabbbc59,,219
716,210,positive,d4735e3a265e16ee,legacy_hard_case,,,,False,active_train,no_known_test_exposure,unknown,False,False,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,598e167a670a58e30b856f9091107e674f916e1e6ea7e9424e114db40ab0d6dc,,267
683,550,neutral,d4735e3a265e16ee,legacy_hard_case,,,,False,active_train,no_known_test_exposure,unknown,False,False,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,c627badca65dd7ece15d66900c886f358b2a10ea5d55ac11cb08cd76b46a5530,,261
35,231,positive,d4735e3a265e16ee,legacy_hard_case,,,,False,active_train,no_known_test_exposure,unknown,False,False,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,18afdbc2953547e1f4dcbf0f5ced3a48114c28b85fd85221ff21b1017774f8ac,,321
514,298,neutral,d4735e3a265e16ee,legacy_hard_case,,,,False,active_train,r5b_153,unknown,False,True,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,fc2fd52e74443b95dbd77ae8b37a017ca5243669f1859c2dba368d0e05104ca1,,267
780,761,neutral,d4735e3a265e16ee,legacy_hard_case,,,,False,active_train,no_known_test_exposure,unknown,False,False,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,2abad7c82061c842644cc68863b300f99fd11764022305cc503e8385889759d0,,315
1215,240,neutral,d4735e3a265e16ee,legacy_hard_case,,,,False,active_train,no_known_test_exposure,unknown,False,False,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,6a5e1b682c751705206624679cee49f6240723c58826088cc4fb937f972961bc,,258
1507,215,neutral,d4735e3a265e16ee,legacy_hard_case,,,,False,active_train,no_known_test_exposure,unknown,False,False,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,400c525a167c92ea316cfce0e42b0734f86e60f0b627693e98cca9f9ae5c4ecc,,225
1890,869,positive,d4735e3a265e16ee,legacy_hard_case,,,,False,active_train,no_known_test_exposure,unknown,False,False,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,4fe1e6565dfa41bec88af051a787099f4cb8eda642e95045ebc84618a1772af7,,252
901,424,neutral,d4735e3a265e16ee,legacy_hard_case,,,,False,active_train,no_known_test_exposure,unknown,False,False,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,f882782046769c25fa859f557204a7c9da1451fc7b466909ab098d7479658d7b,,376
526,5,neutral,d4735e3a265e16ee,legacy_hard_case,,,,False,active_train,no_known_test_exposure,unknown,False,False,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,676c2123ce9aa33cd7c0e6f675d5401191fc9c0a25d48f78f2491e706849ea3a,,315
1155,812,positive,d4735e3a265e16ee,legacy_hard_case,,,,False,active_train,no_known_test_exposure,unknown,False,False,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,d4a1fc481dbb67d16142133338fc70ab1427fb6bf938c57799f11efb8004c31c,,228
1849,808,positive,d4735e3a265e16ee,legacy_hard_case,,,,False,active_train,no_known_test_exposure,unknown,False,False,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,dbd93a650e059eb356d65ab0155346ef6f79e7c4c963b82fb47ed4054024d99e,,240
927,207,neutral,d4735e3a265e16ee,legacy_hard_case,,,,False,active_train,no_known_test_exposure,unknown,False,False,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,758383ae14e24f263f05b5a639e39d6df5212cc125e6c38f6ab726322b4a631d,,313
244,287,positive,d4735e3a265e16ee,legacy_hard_case,,,,False,active_train,no_known_test_exposure,unknown,False,False,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,55f657acc73b4fe078b833c308b5d5fd10f8ec85dbb245ae3dc8b0f936ae5839,,345
290,532,neutral,d4735e3a265e16ee,legacy_hard_case,,,,False,active_train,no_known_test_exposure,unknown,False,False,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,c00f82e64f7c1d239b9b393f11cbcd7475aabe8386c0a3701d56c8e5cfa5a2cd,,378
569,55,negative,d4735e3a265e16ee,legacy_hard_case,,,,False,active_train,no_known_test_exposure,unknown,False,False,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,d641715741103ba17a8dc955bcff61f6a9c5232ac939ec4bb818c2c374e41474,,297
1548,800,positive,d4735e3a265e16ee,legacy_hard_case,,,,False,active_train,r5b_153,unknown,False,True,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,cdbd7e75029f123ede2426261891c56b807a159447a6d048eb4d1ff7e4304276,,141
622,874,positive,d4735e3a265e16ee,legacy_hard_case,,,,False,active_train,no_known_test_exposure,unknown,False,False,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,639dc2f4fbad534e1a4b87fe7b1cc9cd32b80c45648b6a215ebf3899600cde38,,297
48,975,neutral,d4735e3a265e16ee,legacy_hard_case,,,,False,active_train,no_known_test_exposure,unknown,False,False,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,8bd02c1ea6361c171aa7f2b460c30d30826ca9e00422844d94e88391b42bab8e,,373
1664,522,neutral,d4735e3a265e16ee,legacy_hard_case,,,,False,active_train,no_known_test_exposure,unknown,False,False,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,ce6ce9388c9e8277bbbc1ff7bdffcf9c2c7e6665ec0455bc8802051e02fb1371,,342
1136,636,neutral,d4735e3a265e16ee,legacy_hard_case,,,,False,active_train,no_known_test_exposure,unknown,False,False,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,1999b24c3c2f1c204cea156815b3d45a73f37492c90389e699d96eb1c3b97f42,,240
944,663,neutral,d4735e3a265e16ee,legacy_hard_case,,,,False,active_train,no_known_test_exposure,unknown,False,False,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,6d10abcf5114cf1f8aedff55782cd07b67d63800cfd2b8560707b9a047adf4cb,,384
879,816,neutral,d4735e3a265e16ee,legacy_hard_case,,,,False,active_train,no_known_test_exposure,unknown,False,False,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,a61924647373ab8430d46ed37ba4a81a1de57fbd2376fe70d9c813bb71d6be14,,324
898,982,neutral,d4735e3a265e16ee,legacy_hard_case,,,,False,active_train,no_known_test_exposure,unknown,False,False,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,c018f5850dd0832b61aa9e3e5711a527683a6245051c73d63db02b6d47ff2384,,276
1762,929,neutral,d4735e3a265e16ee,legacy_hard_case,,,,False,active_train,r5b_153,unknown,False,True,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0d594bd51869bb54ae4e1c88e2a450c886d9ad499258d684059a8a17b810068d,,282
20,286,positive,d4735e3a265e16ee,legacy_hard_case,,,,False,active_train,no_known_test_exposure,unknown,False,False,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,4a1a0ec1d74b23a8b079ee781e1a227559db4b2d50f65ef2b42374152c32334c,,196
932,259,negative,d4735e3a265e16ee,legacy_hard_case,,,,False,active_train,no_known_test_exposure,unknown,False,False,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,575cd13b7eecedd33bcd3b48da3130d4dc98de95f8f578e3644f38fe85a50c07,,186
1193,511,neutral,d4735e3a265e16ee,legacy_hard_case,,,,False,active_train,no_known_test_exposure,unknown,False,False,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,b8f3560e615be1d3218fca43158195fe215d082f9339a44be56ebe1ebaf5631a,,201
1005,948,positive,d4735e3a265e16ee,legacy_hard_case,,,,False,active_train,no_known_test_exposure,unknown,False,False,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,4f2aac247a8f18d16250bbad0e8a43849763f8768303b10b73fd776b5517f8dd,,312
909,137,negative,d4735e3a265e16ee,legacy_hard_case,,,,False,active_train,r5b_153,unknown,False,True,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,a383bc27596c682a0f0425b9e960635471c73b5f24af8bf6afedc3e5c02e2ed4,,340
1166,648,neutral,d4735e3a265e16ee,legacy_hard_case,,,,False,active_train,no_known_test_exposure,unknown,False,False,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,e8713c6b3d191a6ed6267bfe156d0fed2db4bbc1e6b7723ff7409c43e27a6d10,,240
568,847,positive,d4735e3a265e16ee,legacy_hard_case,,,,False,active_train,no_known_test_exposure,unknown,False,False,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,b0f170bed48102912d67279bb19d180aacd97d6469e8d2e9451479badab59893,,270
1618,519,negative,d4735e3a265e16ee,legacy_hard_case,,,,False,active_train,r5b_153,unknown,False,True,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,6f33611067c8e33036ebd22352bf8d0f9a31b5dccdc9c2798cfee56f338608da,,321
856,896,positive,d4735e3a265e16ee,legacy_hard_case,,,,False,active_train,r5b_153,unknown,False,True,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,86d81db59c1746b7d1192b4c6571e49f4f647a14c7f135a60e5d86435ddb2cc5,,231
458,878,positive,d4735e3a265e16ee,legacy_hard_case,,,,False,active_train,r5b_153,unknown,False,True,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,51e935503161a715c9670e7e7cc954c7da88ba9d934ab3ca9b8fd97f468b9694,,261
446,719,neutral,d4735e3a265e16ee,legacy_hard_case,,,,False,active_train,r5b_153,unknown,False,True,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,b7eca9f1cb5b53f4e61c202e3289997cb57125b056fe058abac84a480050516d,,283
1786,918,neutral,d4735e3a265e16ee,legacy_hard_case,,,,False,active_train,no_known_test_exposure,unknown,False,False,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,01fd64be88eb91f15d621ffd6ca3f9e69219b3d36831aa6556de0e8ef22eddd9,,324
1638,100,neutral,d4735e3a265e16ee,legacy_hard_case,,,,False,active_train,no_known_test_exposure,unknown,False,False,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,825637ab284d26a3b3f8bc457c2adeb3ea327ccf96592fd94b0636d6ea3924fe,,261
1048,558,neutral,d4735e3a265e16ee,legacy_hard_case,,,,False,active_train,no_known_test_exposure,unknown,False,False,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,b06f9e9ef0536c820d6953346e09a96cc7c92a0aebecf2dac849097acd619c4d,,146
1032,943,neutral,d4735e3a265e16ee,legacy_hard_case,,,,False,active_train,no_known_test_exposure,unknown,False,False,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0d56f6500b12bc55ad592d28c9ccdb5b15a1f602cf759d08d61c285f3b50c637,,374
106,176,neutral,d4735e3a265e16ee,legacy_hard_case,,,,False,active_train,no_known_test_exposure,unknown,False,False,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,dc558b52d28102c0ff6178139538aaa2449b814ba3dc65111bb6d848e64b200e,,306
293,645,neutral,d4735e3a265e16ee,legacy_hard_case,,,,False,active_train,no_known_test_exposure,unknown,False,False,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,dcefb06225a8039ef3e62f9aeff29fb354d47ee2b7ac03898f1645ce0697f6ab,,144
1336,835,positive,d4735e3a265e16ee,legacy_hard_case,,,,False,active_train,no_known_test_exposure,unknown,False,False,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,e2280e5cc1ffbeb46a114bbeafe870674576abfa99a180e86eb162a30a0b8cde,,222
1151,562,positive,d4735e3a265e16ee,legacy_hard_case,,,,False,active_train,no_known_test_exposure,unknown,False,False,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,930980ab41252726257ce7e9672d398809fed3d12b9305f5d269e2646fc5088c,,225
1415,571,neutral,d4735e3a265e16ee,legacy_hard_case,,,,False,active_train,no_known_test_exposure,unknown,False,False,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,ba245d9e1909b0ccc6d0df75ff333ee77bf67e849f5c4f3f8f68e4e808b2319c,,279
198,481,neutral,d4735e3a265e16ee,legacy_hard_case,,,,False,active_train,r5b_153,unknown,False,True,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,26dcd298f7800b09074a723e974479e5ddc2d8052ec7fa42d2a7963418a09696,,249
376,700,neutral,d4735e3a265e16ee,legacy_hard_case,,,,False,active_train,no_known_test_exposure,unknown,False,False,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,7ae5bfa5c6705e08ac1066d5a6467919bbcdb7bc22957950f4af73fba7eee5af,,207
1779,935,neutral,d4735e3a265e16ee,legacy_hard_case,,,,False,active_train,r5b_153,unknown,False,True,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,685d2882cc5a8c2fa683a0ade48bc773cb04e8b1b063c098ace34d45c18cc304,,249
977,27,positive,d4735e3a265e16ee,legacy_hard_case,,,,False,active_train,no_known_test_exposure,unknown,False,False,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,b2750d1052e40f6f4e4b8b0f7a31d3de396018f8b7e7cc8f6b650e255d817a77,,216
768,959,neutral,d4735e3a265e16ee,legacy_hard_case,,,,False,active_train,no_known_test_exposure,unknown,False,False,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,bd0ae41b84406e54057eb2d94535c23a8e5d5cdf04d41659807f9b49543119c7,,261
1273,696,neutral,d4735e3a265e16ee,legacy_hard_case,,,,False,active_train,r5b_153,unknown,False,True,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,29f2d62a02599af5c28f4b343b95d99ec49fbbd909af91d628922d2833680f4f,,297
693,824,positive,d4735e3a265e16ee,legacy_hard_case,,,,False,active_train,no_known_test_exposure,unknown,False,False,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,aaed22b94816e3e09bf89372610f7c9ff4062d2e22af39727757aaff58a06b3e,,294
167,518,positive,d4735e3a265e16ee,legacy_hard_case,,,,False,active_train,no_known_test_exposure,unknown,False,False,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,692df1f88d7dea3e6f003f142ce145b67b996f53d5cedcc9a467ecc8479120c8,,279
