group_version,article_content_group_id,classification_instance_group_id,article_id,manual_label_id,label,canonical_target_entity,target_entity_source,exact_text_sha256,normalized_title_hash,normalized_url_hash,duplicate_evidence,near_duplicate_group_id,true_conflict_status,sample_method,source,publication_timestamp,historical_exposure_status
sentiment-groups-v2,article_b7a56873cd771f2c,class_37037671678fd6e1,25,1675,neutral,,missing,62acdf90d059d137e162277451bc1b13f0aaabe47670482bf38efa3f63ef20bc,9a075bdeefa5e0a544845ffb6b43241ccdc2f08cb73761fc74cedb35618974ce,99c884cfbbce4dcd927a4232a63a2aba2f63c541b42afae81fa5493421e8a5e6,singleton,,none,representative_random,ojk_rss,2026-07-07 00:01:19,no_known_test_exposure
sentiment-groups-v2,article_5f9c4ab08cac7457,class_9c1ae7264d50ef66,26,1883,neutral,,missing,43b4a31997fe97f546bce3687cd672e7c5f0fe7dcd837af7d9c68d0fcc61f7c9,707c156fe8de191b16d7176d49a0bdbc21592a3316e91d77da01851f945b90d8,5f7d01cffb6fa90449d9007fe563f9b8df7c486267b7c70cb766654cb9dfcae1,singleton,,none,representative_random,ojk_rss,2026-07-07 00:01:39,no_known_test_exposure
sentiment-groups-v2,article_670671cd97404156,class_fed2bc40ec99b1d4,27,1697,neutral,,missing,b0aadeda83037503fd819eea8cac00ecf5aa10fa6b9f92146a0daf2d2f584794,e84cbbf1b920045070e05e2d667f32d421a143500b68fc0d21fb77c917580b45,cfd5dcabe1d9916e72f5e07d65ede86c8efdf1f149c457be8c8a1e06204c45b1,singleton,,none,representative_random,ojk_rss,2026-07-07 00:01:30,no_known_test_exposure
sentiment-groups-v2,article_59e19706d51d39f6,class_a3fdef48f8560d72,28,1376,neutral,,missing,ee412d18176dfc3a5130bfcb649739d55ea47098c5852d02a53db30be6dc2faf,abed4f60be61a2f307fa05e12a12a765c523916f133107314452efe8678214f3,e136b85e91c2eddaa22a4272731241becc5a9d294b4a60c69b9fc774f63bd5b2,singleton,,none,representative_random,ojk_rss,2026-04-14 00:00:00,no_known_test_exposure
sentiment-groups-v2,article_35135aaa6cc23891,class_11718c17e08f7098,29,1196,neutral,,missing,2e77cab9400df768d65400a79722d2249c12def80e9305aa79c11452a471d679,8e2ec02ad7052207d48ee5a705823cf725caca4d59d70a675316506b27b881a6,04f2d6244ac509e4ad014ca3892046839b77022598efc3d33c58af928a6b8127,singleton,,none,representative_random,ojk_rss,2026-04-02 00:00:00,no_known_test_exposure
sentiment-groups-v2,article_624b60c58c9d8bfb,class_e8724a1a3cc8b753,30,1667,neutral,,missing,d6d7ed4b425464436b38a8db225e208b4257fb16fe0b13826e3045311368753c,fd36d0bea3647486e3c99b5295dc363a03f7b170174273f35b2b6d088fa3e9ba,99a1fef11b02b6077b98eccf4bac8fff575d1971e476fc92e571ecf277ecae4d,singleton,,none,representative_random,ojk_rss,2026-07-07 00:01:35,no_known_test_exposure
sentiment-groups-v2,article_eb1e33e8a81b697b,class_47b3a4502a292b04,31,1709,neutral,,missing,12eac4b06f0ead55fde7e1ce47475e3e24913a6e3fa1706be9b2c8cdffcc7a42,79a9839beddfd47e32fc8020c729d4adbf579026f6e5176e20c054529e990a36,13c184d06f7952ba32d9d8fa6409533bf5a1ba0e438a7e89327c82f3e7c9a2a6,singleton,,none,representative_random,ojk_rss,2026-07-07 00:01:32,no_known_test_exposure
sentiment-groups-v2,article_e29c9c180c6279b0,class_bb4e484b285322a4,32,1154,neutral,,missing,14fcbeceeb247bc45fa58fdeb0d42df780ef95b8fc485b51ea5f4f28caf62c6b,1460cfbe02cff1b4ef717ffe1e1ecb417726e25fd0f927f786f986eef89cc4df,68709092ebc27dff72b87e12efd59c26d4197c5aff190c1365bd798fcaa5dd13,singleton,,none,representative_random,ojk_rss,2026-04-13 00:00:00,no_known_test_exposure
sentiment-groups-v2,article_c6f3ac57944a5314,class_f298e19dc7eed937,33,1124,neutral,,missing,065a8f987e0f368e9d2d3c4a7dc570bce57e412d7523ed2f0253d5b5da9084bd,40ab68a4a160243896264f48c9f24c36fc249ae1c45df1004822720fa2475c18,76f665c17ebbc518100e0b3e926700a54c370eabcbf2c96eb44cbf0ad6e703f5,singleton,,none,representative_random,ojk_rss,2026-04-13 00:00:00,no_known_test_exposure
sentiment-groups-v2,article_86e5014965866131,class_4182fed8afb1b680,34,1321,neutral,,missing,9df62ec78386a71f181e09ae87f7d2dddb4cc48f32c4a2159a3f951c0f00d059,25567d420693759ce9c1189cca1b00930e462c0108e896fbacdf9317e31fb754,f3f384185430c9622afd73539fef67efcd99dc45169c0b2af7066b83a1387956,singleton,,none,representative_random,ojk_rss,2026-04-09 00:00:00,no_known_test_exposure
sentiment-groups-v2,article_9f14025af0065b30,class_1a800fd6ba8dcf24,35,231,positive,,missing,c5f5d9af824e968e25e8cd0563eae2b8497b3a0bcc3474f277cb4a7a1d16ba62,dbf75f1c042864923526dea1110c8fa7bb537ebd05cc591d67b08f21f9f64eaa,9b3e5665fa3378d3355086aa84368ee83f69f92b2dd9ee3eacb6a66be15bce89,singleton,,none,legacy_hard_case,ojk_rss,2026-04-08 00:00:00,no_known_test_exposure
sentiment-groups-v2,article_76a50887d8f1c2e9,class_4b944ba9a298ec17,36,1583,neutral,,missing,9c3501046361deb4160eddf4c8b25be32dd20ce1ff5c61533822ddcd14fea6bf,dc20b32d88daa9a5cd5d90ef218ab4d578b84e9be5486a5e87e27df66e434b33,0338cfa8643d88d47b36c31bea348c88d9337dcd9a6d8b33642b494c29d556ff,singleton,,none,representative_random,ojk_rss,2026-04-07 00:00:00,no_known_test_exposure
sentiment-groups-v2,article_7a61b53701befdae,class_5e9e1d700c265eac,37,1285,neutral,,missing,a1d856ad4ce0cb96f77ae234d25d454385a2aff8ea34c9a1936766d77b026102,e485175ba102df1f2889a6b7f169cfa0378d29a78ca56988f3824fd4771757d2,e226f91f3b26165730fb9b71eee145e5b87e33471d3167f712ca03dfb385ccfb,singleton,,none,representative_random,ojk_rss,2026-04-02 00:00:00,no_known_test_exposure
sentiment-groups-v2,article_aea92132c4cbeb26,class_738e2a903ed15711,38,1218,neutral,,missing,5d96a360b5e42f6ae8a51e408e33252572386b953c4e18517c082b2447b9df30,ba79697f86aba7a9a24aa7731a0b589ef03f42148d847245e693998243a7365a,a05325fd31c09accaf1e8666a38719098eb10716d88974c7f7f6454614431ead,singleton,,none,representative_random,ojk_rss,2026-03-27 00:00:00,no_known_test_exposure
sentiment-groups-v2,article_0b918943df0962bc,class_2c2f96660c08425c,39,1371,neutral,BBCA,stock_code,df98c94b2c1dfa809b11e6b7e1c03d902e446082bf09bc098169be02961ed45a,8989201362b7a3deaa6d818ab9304cf08411a90caec42e50673cdadd394eb61a,7db929346aebef4b7fccfe325672c4bae9b3cb52ef6d06c0a96a38d254741304,singleton,,none,representative_random,rss_local,2026-04-18 14:36:59,no_known_test_exposure
sentiment-groups-v2,article_d59eced1ded07f84,class_648044f5f966bcf3,40,1729,neutral,,missing,14ecfa9c5bfeb891c16d34dcdba71042f9ce783fd1b19b062c313bb962bf95c5,a1ee8e4ea08f2dcac1928e60cc95505b11ae755815bedd465b9abe658c721da1,0106e384a51f05d1d8a69d199a371d839c168b26ca74864bcf5b55b234aea445,singleton,,none,representative_random,rss_local,2026-04-15 14:30:00,no_known_test_exposure
sentiment-groups-v2,article_3d914f9348c9cc0f,class_da02e373f7cb13c7,41,458,neutral,BBRI,stock_code,d232b51909c31b1ba9ec8b075b1587ddb9adf61b25d59c5c986e55f566ded8dd,c925c92653b430579ab367a4b4ab53c45259d73fbb703d86e006442a7c0cf936,73c2b639fae944a6a72df4a8a6fc22edfd435c2dde24c63ff36e393c636bfdeb,singleton,,none,legacy_hard_case,gnews,2026-03-29 14:02:03,no_known_test_exposure
sentiment-groups-v2,article_73475cb40a568e8d,class_66dc0fb949641d4e,42,1616,neutral,BBRI,stock_code,db333ec8dbab713e82e4e8cb1d0d617566ce6dd36816de0376bfc6a3b3ef519c,2d1e722356958982d20039aebed7ddcde0c7418159f18321f64644e72d11a11d,9e062420bdb3a3dd55c5105238c93a8d1f52c7091a4a0d8280bcc4aa4b86fc3c,singleton,,none,representative_random,rss_local,2025-12-16 14:37:07,no_known_test_exposure
sentiment-groups-v2,article_44cb730c420480a0,class_aa2f99bddfd04eb9,43,608,neutral,,missing,209ba13ea340cadd94f9901a94cab8e80cf4375405c919241c1093551efe2e67,e89ad4aace6e210879dd70e26c1cfe316d219f966f97be585cc11e02dcc39930,99a8dd9d08fc7d506c503d5f499e7b3bdc0c2d3937ed6f88e6c57df40e3c7964,singleton,,none,legacy_hard_case,rss_local,2026-04-19 19:30:44,active_test_148
sentiment-groups-v2,article_71ee45a3c0db9a98,class_3d82abc76cba0512,44,1085,neutral,,missing,6a730a31be230dfb0fda990c2d9ebf981bc3c042411b98a8625b7b71186e2d34,060b6b7735b05baa02b3e2bac5918cc856751139eed2c071f6b51459b01da2fa,668c259fde117ec2fcc425d5a5b72ad344f0afb9b0285b9adea40b1e6bd1bcfc,singleton,,none,representative_random,rss_local,2026-04-15 18:00:00,no_known_test_exposure
sentiment-groups-v2,article_811786ad1ae74adf,class_91170c4e274230b6,45,509,neutral,BBRI,stock_code,7697460a70e5f5b3f2659e941e2a0335bed91c3a592445e9870cbb39150265fd,e3d1298dfd2c902b50651489bc45ce491a9a103f91a28874158ff52ca391dd3b,d2756dfdb5f982a310eb5289f2e496de17e354e78d0aa407d7d092fe16379c49,singleton,,none,legacy_hard_case,newsapi,2026-04-17 16:43:16,no_known_test_exposure
sentiment-groups-v2,article_25fc0e7096fc6537,class_5d7faf196817685a,46,1875,neutral,BMRI,stock_code,940bf80a684e8192d9d144eceefede5c6bb21b6b0f18b69330bc967a1275845c,02ed7587eb334a3f201fc0adabab6792d492100e1710e937d56c286deffbe890,390d8fba8750910d64a836e39dea37a65afcaef748d5053316a99ee6a39ec3cb,singleton,,none,representative_random,gnews,2026-04-16 06:33:51,no_known_test_exposure
sentiment-groups-v2,article_31489056e0916d59,class_7174705ee5b8c579,47,1723,neutral,BMRI,stock_code,082dec226c6d4663911e36fa8d0dd9ab9d626e2e0a180f4da88fdfc8118da01f,0d1c38bd12b6c34b0fa2dcb5c1760e73be5e3c22d6dc0a0ea475cbaf087c2701,97b173208cbc9a78e5da0fc835b5655b896acef79faeae761d92675b85cdf092,singleton,,none,representative_random,gnews,2026-03-26 14:30:08,no_known_test_exposure
sentiment-groups-v2,article_98010bd9270f9b10,class_91ccc19bc0418279,48,975,neutral,TLKM,stock_code,5f8a6a10feb5f85e99e7ce9e1394d85284324a8010a4ac5b0fcf919e2e5e467d,5ce014a69c2e59c1aaef307de2a652c5460e8038eb51f41e60f40624e43e72b4,6b02bb3e6d0c3af06a39afe8b4c5adee1256d5d231f7c7951af18615d79beee3,singleton,,none,legacy_hard_case,rss_local,2026-04-19 18:45:05,no_known_test_exposure
sentiment-groups-v2,article_0e17daca5f3e175f,class_740e155f758e89e2,49,1423,neutral,TLKM,stock_code,3527764cd0921a0789936a50992fc71b88bb1f5f595918cba3e91e208ff52066,5f94c9c1129c65d0af668d8898d77a7d3eb00fdea69375a4e7f21b09f8308558,ca7dd07cdc1b50628cf47f38e4c87554b9c730375895ac7fabbfce80770ab592,singleton,,none,representative_random,rss_local,2026-04-17 20:40:30,no_known_test_exposure
sentiment-groups-v2,article_1a6562590ef19d10,class_0e3fd56cc7fd200f,50,1029,neutral,TLKM,stock_code,a24df91e74c192e15c9830b3582b25148b8c082abecb7940126c73504ac739d5,6a4568e57ec786f9be7011717662e12097b4ef7c97f381b69c870df2ad5da3d4,6f237525ef957c6ff1b442a5959f7f898561bea8cdabce01b393fe8b573daf6c,singleton,,none,representative_random,newsapi,2026-03-27 17:10:58,no_known_test_exposure
sentiment-groups-v2,article_031b4af5197ec30a,class_ce1ca12914054d24,51,426,positive,TLKM,stock_code,559cd0fba7fd1d2578629d7fce90151840ea3a77dc5aefb36d734f6a36594dd5,0f333af930a767a1b93d1e2f87ad83bcff11a98814c7585619b920af927824f4,23bca8ffa7ef93486737e5d7d4076034e09546a536c8f6483f1cabdccbd3a05f,singleton,,none,legacy_hard_case,rss_local,2026-04-19 09:45:58,active_test_148
sentiment-groups-v2,article_41cfc0d1f2d127b0,class_c7b00c0844032003,52,723,neutral,TLKM,stock_code,f0eb1deace2ac34bbeb82fa636c8a7b05dc2b4103e201dbea8c278b6846ae70d,5425f22e5e160aff7c54e90add34c76bf121337305982c8985e3b9874db153ca,acfedcf16d7a6bd04c9f43c96047c3fbe9835690b6301d92fd3b6e4c9ffbce11,singleton,,none,legacy_hard_case,rss_local,2026-04-17 20:53:02,no_known_test_exposure
sentiment-groups-v2,article_2858dcd1057d3eae,class_aac5494da9df61e3,53,1810,neutral,,missing,78f4d75ec52485f32753d05b95792b26cceec2c958137bc633b2e350bbd2b45f,f28ffa14bdc0a8003c1fc7479bc91119e22881adeeac39614eb4e113189e7741,684210aa81663f7418c5e747e08459f8b40f8a09c72ca7ea0914b1b989a59986,singleton,,none,representative_random,ojk_rss,2026-01-30 00:00:00,no_known_test_exposure
sentiment-groups-v2,article_2fca346db6561871,class_d5adb5872a9ff1f7,54,1845,neutral,,missing,c1f35143bc90e7bff1b84f0de80dc63357d8b6b78d617992329ae7711c2c6fb7,b222033d47f3b0211a2334b99c716649d82bea4ec3589c96dbf64f83f62a8571,2af456bc17e88ce52ff24b6db6e558c1f106cf76127da7d3e9cf05366dbcaaae,singleton,,none,representative_random,ojk_rss,2026-01-13 00:00:00,no_known_test_exposure
sentiment-groups-v2,article_02d20bbd7e394ad5,class_fcaeaeeadaa2637e,55,1356,neutral,,missing,7dc20fd9f8f30c80c49c61ce935875b8d6d4ddab93b595aa55b095959a88d9f5,3a02f206e49a6c86f50180f28359536c5ef9c52a109a91e5c5e82197be9b866e,322db2027f693d0db6a2563d70392952db6823109a9f0a2337a5954682738e1a,singleton,,none,representative_random,ojk_rss,2026-02-20 00:00:00,no_known_test_exposure
sentiment-groups-v2,article_7688b6ef52555962,class_575d2340d5c91a2c,56,1332,neutral,,missing,95225b67d14b8d8962b35f4d3bce86b617f5e5fb6eb8533c2f58fce2e0115cde,a0121d5b3f912d1c04030b220db314fe1d23558108f2e283241ea2c8d64a125f,3cb4627afaf367525e6e4ee1b9bb18f23e1d939ed264f466661ba65240406a19,singleton,,none,representative_random,ojk_rss,2026-02-09 00:00:00,no_known_test_exposure
sentiment-groups-v2,article_c837649cce43f272,class_58beea5b5497ff8d,57,1642,neutral,,missing,8ff7f7dfa90d19663fe51810650da4c217747e0fa78a5ff1b075a49a2b3716ed,4f8de9bd6ad6f9b119d6dd36e36e3174f82a9a7590b1b2ce8e1cf4ecfe8d4e24,275daee738fe1591ef82c8178ed6147c51961492b5c0286bf48a48caddadcdd4,singleton,,none,representative_random,ojk_rss,2026-01-30 00:00:00,no_known_test_exposure
sentiment-groups-v2,article_6208ef0f7750c111,class_96b5118d4f60de98,58,996,neutral,,missing,d3bb374afe908fd32f6023dfde864c49c9039f37b5573e2010cda8e70c8793b3,c5570ff8661fa49cc602ade0f31a4dcb151f16495f1fc6f7bd1d8e07fd62a85b,66b8c66cc212eeae7480d0d9df1828d84575f17b227242a52585e48094db3113,singleton,,none,representative_random,ojk_rss,2026-01-13 00:00:00,no_known_test_exposure
sentiment-groups-v2,article_3e1e967e9b793e90,class_3994a53c8fb8feab,59,425,neutral,,missing,59d7a956e5612d69b8c3e8660de67393cd84a3d13dc9fe9dece7b1c37ebf1a1a,17aa2fbeb51dbc245d75d1649e3157d33d613b53ba1e242743453f6c53d8080a,1fedc9fe573a6a59d24f877f8e26ea229ca59786a639a050eec9f43679c58b28,singleton,,none,legacy_hard_case,ojk_rss,2026-01-02 00:00:00,no_known_test_exposure
sentiment-groups-v2,article_39fa9ec190eee7b6,class_af815bc4095c07c1,60,1314,neutral,,missing,a329feb5795899abf60e07566ecc1e3d5de7de23879cfa4f30702ea8445e13d4,ca67aa3a80c72721fa1f0b3577428c67b89553df2f64c13bb0ee2c6f595437a8,0838cad5d8a00cb6ffafe1cb0841f8c84b2213c665b8e8ab1c2fe6e0343d7a21,singleton,,none,representative_random,ojk_rss,2026-03-15 00:00:00,no_known_test_exposure
sentiment-groups-v2,article_d029fa3a95e174a1,class_737ce9a40bb48ecc,61,1491,neutral,,missing,622f95444529f7466eed4bcc2cb1bd8253ff7d0a49f15026427f08df5eead764,e4e95bfca04e7bd84755d4ccfcd5d408c55aff8576dfb00b3c6177bb4d800b23,eb764271eb4b111024e86dee1f236b9fdf9a1669414117d829257831c2b2c7bc,singleton,,none,representative_random,ojk_rss,2026-03-13 00:00:00,no_known_test_exposure
sentiment-groups-v2,article_81b8a03f97e8787c,class_7cbfd033de74e283,62,1881,neutral,,missing,4f83511892c8e12ae754d2cd255a039f5d0f7fa43f8c3f9349910c8e02a8ae1b,28f46abf25944008936e08ec401372e8db7faa95f4c3bf3b7f5c6123b57e4da4,686c0e7d88401b2e6a37dd4030f9a0ec4825d3ab23da845e51c08bc677674a0f,singleton,,none,representative_random,ojk_rss,2026-02-28 00:00:00,no_known_test_exposure
sentiment-groups-v2,article_da4ea2a5506f2693,class_fe11cb6029c9a058,63,1319,neutral,,missing,c2fefa2e4ced40d0bc7cc2e7b00d95e9c704c0646df914f204eedd4783e06d3c,b05f83bd65fe93db6f87ed7be8c37ae1b8700a9dd88cef16401b4437555b45a5,de24506ae81152599d442f6fd22cffcdde196c6e0a7b08da964467500b4b2ec4,singleton,,none,representative_random,ojk_rss,2026-02-12 00:00:00,no_known_test_exposure
sentiment-groups-v2,article_a68b412c4282555f,class_a567f98efb00cea0,64,1296,neutral,,missing,6c476e0a5a592c223a6485b15bd80e048e2b6fe97176d9a402fad84b590c5264,f7d514b5771e243be09dba09144f6333f35e48d93adf0b6dc479cec73b76bc1e,b67ea0d9a0f4d35a628317e13ae379942e3176ef2b9a40f6b6b6df8a1e911cf7,singleton,,none,representative_random,ojk_rss,2026-02-07 00:00:00,no_known_test_exposure
sentiment-groups-v2,article_108c995b953c8a35,class_ef5c425aa40c19e1,65,1422,neutral,,missing,e59185029554efed387e7cca20b06682e7feed5a3e0049394b01d6e88fdcac89,9159f9b446910281a0839c30c60a4d1c5d5112dc72951c403e0b9fea999374ee,cb03e225897d1cd83b86ecb118c37f5b533ccfb79d073cd1520e7580aa1febd5,singleton,,none,representative_random,ojk_rss,2026-02-04 00:00:00,no_known_test_exposure
sentiment-groups-v2,article_3ada92f28b4ceda3,class_769fbd0802df1eb5,66,1459,neutral,,missing,d1ade8ebd8d4f58658e21635ab9a146878e3f1d905489d3fc3bd94aae3682777,98fcd239e54fec0e07047ef8c2f3365d09933cad67205f5bab3fd97462535ce5,6180f8b0654116dc4fc93694e515a5e4485cb1a2c8f09d27d0a8243fc4ccdd85,singleton,,none,representative_random,ojk_rss,2026-01-31 00:00:00,no_known_test_exposure
sentiment-groups-v2,article_49d180ecf5613281,class_38bb0a689449d23b,67,1490,neutral,,missing,7fb3b56b6db50a2bebea733502286921a039e4cb400da4407be67a5272431925,5718aa6abd3019473b5a4136fcf976e320ad7ea3d40f397c38733f078ada39b1,ddaf48d5205fd374915b9984d7853820c6330f55fc8ea97a2cb1991144b42975,singleton,,none,representative_random,ojk_rss,2026-01-15 00:00:00,no_known_test_exposure
sentiment-groups-v2,article_a21855da08cb102d,class_7b0207a48a392579,68,1164,neutral,,missing,b5f5b9151761612799d6571973fdd0eb28a2e81d77c28076b98feb255f5c3adf,d95ff42a505b0e46171dbd5913aea5f42311d28df3b5843c7490e621548676fa,d2a972403faf20ac62aa1e0ac82e4ec3b47f700ead546dd838702e40a1bf7f7f,singleton,,none,representative_random,ojk_rss,2026-03-12 00:00:00,no_known_test_exposure
sentiment-groups-v2,article_c75cb66ae28d8ebc,class_03837f2887576a8c,69,1463,neutral,,missing,886bae13edbcf7a769b20e751f85600019530d89675c1a2e1cf517ffc8f328e8,1c6ba72c7b98514b519ebb5c2f2980e32c68050bc24d322dd31b0d9d95e96ea4,b753c772802a853b8c07f5f793c39743433c3b7fd97fde73dad221407f825edc,singleton,,none,representative_random,ojk_rss,2026-03-11 00:00:00,no_known_test_exposure
sentiment-groups-v2,article_ff5a1ae012afa5d4,class_6899d62e62a9b48b,70,1213,neutral,,missing,5e0c5d1c3b14c14a304f2b4d93dfbe3d54503f4d7df5d40639dbec4228941184,d1ad1a779815b38b0a58452d034e1b2409eb2e10de7ddc5e2fc370245dc28a9b,384319325f853e95e5e86f19f75826917a0eacbb531bade22c87749334f96777,singleton,,none,representative_random,ojk_rss,2026-03-04 00:00:00,no_known_test_exposure
sentiment-groups-v2,article_7f2253d7e228b22a,class_82ce636c5e2e5907,71,738,neutral,,missing,65bfcf91b55bf4ec0193df592a6b2b6f37016a8ca7b0cc6a4f1bf8095c840e92,389759763fa3ca9755a60acbc0eca648dfe799dda5f02118fd5fb61f603a3a42,976e156a18d6066f48d09e30866a3a36dcd0eec7085fd42cf14060f6dd16ab78,singleton,,none,legacy_hard_case,ojk_rss,2026-02-06 00:00:00,r5b_153
sentiment-groups-v2,article_8722616204217edd,class_dfb8b80f1f80e13f,72,1795,neutral,,missing,5dde7459964f0189aec742a3d093e499d796673ce06f113ab68624f6bc376e57,59c0ef59ea91f5261e435d27f91ddd018281a5130a2bbe22aa617a736b760f29,0a4ca1313719a0d002faa67c10fbf78d84b1a3c1c948ef49ef7e237bc22a61d7,singleton,,none,representative_random,ojk_rss,2026-02-02 00:00:00,no_known_test_exposure
sentiment-groups-v2,article_96061e92f58e4bdc,class_613fc09f8833f7c4,73,1111,positive,,missing,17c365fc26fe720478dd477ec6f0de9343a0ccc527b2217835c6eef4979231cb,6588d1f1f3e52c9613657793a5733a73a32491970ba76d1919066128748ded77,701149b2a815d7b57255c2ccd1457edf9eedc6f6c3d3317a3197273904f8e07e,singleton,,none,representative_random,ojk_rss,2026-02-01 00:00:00,no_known_test_exposure
