group_version,group_id,article_id,manual_label_id,label,exact_text_sha256,normalized_title_hash,normalized_url_hash,group_type,group_confidence,grouping_evidence,conflict_status,sample_method,source,publication_timestamp,target_entity,historical_exposure_status
sentiment-groups-v1,grp_3863cc7e5a36a442,974,586,positive,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,,duplicate_or_near_duplicate,high,hash/union-find,mixed_label_conflict,legacy_hard_case,,,,no_known_test_exposure
sentiment-groups-v1,grp_ab258c1607916a86,1110,901586,neutral,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,,duplicate_or_near_duplicate,high,hash/union-find,none,representative_random,,,,no_known_test_exposure
sentiment-groups-v1,grp_ab258c1607916a86,17,901188,neutral,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,,duplicate_or_near_duplicate,high,hash/union-find,none,representative_random,,,,no_known_test_exposure
sentiment-groups-v1,grp_ab258c1607916a86,1713,901722,neutral,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,,duplicate_or_near_duplicate,high,hash/union-find,none,representative_random,,,,no_known_test_exposure
sentiment-groups-v1,grp_ab258c1607916a86,1856,901682,neutral,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,,duplicate_or_near_duplicate,high,hash/union-find,none,representative_random,,,,no_known_test_exposure
sentiment-groups-v1,grp_f9b5569b4914d5a7,18,95,neutral,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,,duplicate_or_near_duplicate,high,hash/union-find,mixed_label_conflict,legacy_hard_case,,,,no_known_test_exposure
sentiment-groups-v1,grp_f9b5569b4914d5a7,197,684,neutral,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,,duplicate_or_near_duplicate,high,hash/union-find,mixed_label_conflict,legacy_hard_case,,,,no_known_test_exposure
sentiment-groups-v1,grp_f9b5569b4914d5a7,689,162,negative,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,,duplicate_or_near_duplicate,high,hash/union-find,mixed_label_conflict,legacy_hard_case,,,,no_known_test_exposure
sentiment-groups-v1,grp_f9b5569b4914d5a7,975,17,positive,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,,duplicate_or_near_duplicate,high,hash/union-find,mixed_label_conflict,legacy_hard_case,,,,r5b_153
sentiment-groups-v1,grp_115de2ea1c617912,19,901802,neutral,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,,duplicate_or_near_duplicate,high,hash/union-find,mixed_label_conflict,representative_random,,,,no_known_test_exposure
sentiment-groups-v1,grp_115de2ea1c617912,968,901309,positive,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,,duplicate_or_near_duplicate,high,hash/union-find,mixed_label_conflict,representative_random,,,,no_known_test_exposure
sentiment-groups-v1,grp_b2f670b30cfeaecb,1417,438,neutral,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,,duplicate_or_near_duplicate,high,hash/union-find,mixed_label_conflict,legacy_hard_case,,,,no_known_test_exposure
sentiment-groups-v1,grp_b2f670b30cfeaecb,1843,914,neutral,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,,duplicate_or_near_duplicate,high,hash/union-find,mixed_label_conflict,legacy_hard_case,,,,no_known_test_exposure
sentiment-groups-v1,grp_b2f670b30cfeaecb,20,286,positive,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,,duplicate_or_near_duplicate,high,hash/union-find,mixed_label_conflict,legacy_hard_case,,,,no_known_test_exposure
sentiment-groups-v1,grp_0f87336099f7ca81,1145,487,negative,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,,duplicate_or_near_duplicate,high,hash/union-find,mixed_label_conflict,legacy_hard_case,,,,no_known_test_exposure
sentiment-groups-v1,grp_0f87336099f7ca81,1421,415,neutral,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,,duplicate_or_near_duplicate,high,hash/union-find,mixed_label_conflict,legacy_hard_case,,,,multiple_previous_test_sets
sentiment-groups-v1,grp_0f87336099f7ca81,21,392,neutral,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,,duplicate_or_near_duplicate,high,hash/union-find,mixed_label_conflict,legacy_hard_case,,,,active_test_148
sentiment-groups-v1,grp_0f87336099f7ca81,414,112,positive,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,,duplicate_or_near_duplicate,high,hash/union-find,mixed_label_conflict,legacy_hard_case,,,,no_known_test_exposure
sentiment-groups-v1,grp_c561331d76f364a3,1187,980,neutral,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,,duplicate_or_near_duplicate,high,hash/union-find,mixed_label_conflict,legacy_hard_case,,,,no_known_test_exposure
sentiment-groups-v1,grp_c561331d76f364a3,1694,818,positive,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,,duplicate_or_near_duplicate,high,hash/union-find,mixed_label_conflict,legacy_hard_case,,,,no_known_test_exposure
sentiment-groups-v1,grp_c561331d76f364a3,22,16,positive,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,,duplicate_or_near_duplicate,high,hash/union-find,mixed_label_conflict,legacy_hard_case,,,,no_known_test_exposure
sentiment-groups-v1,grp_c561331d76f364a3,522,74,neutral,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,,duplicate_or_near_duplicate,high,hash/union-find,mixed_label_conflict,legacy_hard_case,,,,no_known_test_exposure
sentiment-groups-v1,grp_0af5fd3386e66241,185,113,positive,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,,duplicate_or_near_duplicate,high,hash/union-find,mixed_label_conflict,legacy_hard_case,,,,active_test_148
sentiment-groups-v1,grp_0af5fd3386e66241,215,384,neutral,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,,duplicate_or_near_duplicate,high,hash/union-find,mixed_label_conflict,legacy_hard_case,,,,no_known_test_exposure
sentiment-groups-v1,grp_0af5fd3386e66241,23,437,neutral,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,,duplicate_or_near_duplicate,high,hash/union-find,mixed_label_conflict,legacy_hard_case,,,,multiple_previous_test_sets
sentiment-groups-v1,grp_0af5fd3386e66241,341,403,positive,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,,duplicate_or_near_duplicate,high,hash/union-find,mixed_label_conflict,legacy_hard_case,,,,no_known_test_exposure
sentiment-groups-v1,grp_0af5fd3386e66241,405,976,positive,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,,duplicate_or_near_duplicate,high,hash/union-find,mixed_label_conflict,legacy_hard_case,,,,no_known_test_exposure
sentiment-groups-v1,grp_ec63577887c47142,1251,901128,neutral,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,,duplicate_or_near_duplicate,high,hash/union-find,none,representative_random,,,,no_known_test_exposure
sentiment-groups-v1,grp_ec63577887c47142,1518,901304,neutral,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,,duplicate_or_near_duplicate,high,hash/union-find,none,representative_random,,,,no_known_test_exposure
sentiment-groups-v1,grp_ec63577887c47142,1595,901330,neutral,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,,duplicate_or_near_duplicate,high,hash/union-find,none,representative_random,,,,no_known_test_exposure
sentiment-groups-v1,grp_ec63577887c47142,24,901257,neutral,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,,duplicate_or_near_duplicate,high,hash/union-find,none,representative_random,,,,no_known_test_exposure
sentiment-groups-v1,grp_ec63577887c47142,536,901561,neutral,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,,duplicate_or_near_duplicate,high,hash/union-find,none,representative_random,,,,no_known_test_exposure
sentiment-groups-v1,grp_546fc8d38e34194a,1190,901454,neutral,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,,duplicate_or_near_duplicate,high,hash/union-find,none,representative_random,,,,no_known_test_exposure
sentiment-groups-v1,grp_546fc8d38e34194a,1509,901506,neutral,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,,duplicate_or_near_duplicate,high,hash/union-find,none,representative_random,,,,no_known_test_exposure
sentiment-groups-v1,grp_546fc8d38e34194a,25,901016,neutral,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,,duplicate_or_near_duplicate,high,hash/union-find,none,representative_random,,,,no_known_test_exposure
sentiment-groups-v1,grp_546fc8d38e34194a,451,901645,neutral,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,,duplicate_or_near_duplicate,high,hash/union-find,none,representative_random,,,,no_known_test_exposure
sentiment-groups-v1,grp_546fc8d38e34194a,983,901708,neutral,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,,duplicate_or_near_duplicate,high,hash/union-find,none,representative_random,,,,no_known_test_exposure
sentiment-groups-v1,grp_12085d7bf6d10c88,1410,901828,neutral,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,,duplicate_or_near_duplicate,high,hash/union-find,none,representative_random,,,,no_known_test_exposure
sentiment-groups-v1,grp_12085d7bf6d10c88,26,901338,neutral,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,,duplicate_or_near_duplicate,high,hash/union-find,none,representative_random,,,,no_known_test_exposure
sentiment-groups-v1,grp_12085d7bf6d10c88,37,901818,neutral,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,,duplicate_or_near_duplicate,high,hash/union-find,none,representative_random,,,,no_known_test_exposure
sentiment-groups-v1,grp_12085d7bf6d10c88,787,901433,neutral,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,,duplicate_or_near_duplicate,high,hash/union-find,none,representative_random,,,,no_known_test_exposure
sentiment-groups-v1,grp_12085d7bf6d10c88,803,901781,neutral,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,,duplicate_or_near_duplicate,high,hash/union-find,none,representative_random,,,,no_known_test_exposure
sentiment-groups-v1,grp_fcafec35b6a0e700,1318,901201,neutral,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,,duplicate_or_near_duplicate,high,hash/union-find,none,representative_random,,,,no_known_test_exposure
sentiment-groups-v1,grp_fcafec35b6a0e700,1577,901570,neutral,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,,duplicate_or_near_duplicate,high,hash/union-find,none,representative_random,,,,no_known_test_exposure
sentiment-groups-v1,grp_fcafec35b6a0e700,27,901402,neutral,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,,duplicate_or_near_duplicate,high,hash/union-find,none,representative_random,,,,no_known_test_exposure
sentiment-groups-v1,grp_fcafec35b6a0e700,596,901148,neutral,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,,duplicate_or_near_duplicate,high,hash/union-find,none,representative_random,,,,no_known_test_exposure
sentiment-groups-v1,grp_fcafec35b6a0e700,988,901373,neutral,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,,duplicate_or_near_duplicate,high,hash/union-find,none,representative_random,,,,no_known_test_exposure
sentiment-groups-v1,grp_d93c8be8240b0781,1004,901487,neutral,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,,duplicate_or_near_duplicate,high,hash/union-find,none,representative_random,,,,no_known_test_exposure
sentiment-groups-v1,grp_d93c8be8240b0781,1473,901555,neutral,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,,duplicate_or_near_duplicate,high,hash/union-find,none,representative_random,,,,no_known_test_exposure
sentiment-groups-v1,grp_d93c8be8240b0781,1795,901139,neutral,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,,duplicate_or_near_duplicate,high,hash/union-find,none,representative_random,,,,no_known_test_exposure
sentiment-groups-v1,grp_d93c8be8240b0781,28,901447,neutral,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,,duplicate_or_near_duplicate,high,hash/union-find,none,representative_random,,,,no_known_test_exposure
sentiment-groups-v1,grp_d93c8be8240b0781,752,901769,neutral,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,,duplicate_or_near_duplicate,high,hash/union-find,none,representative_random,,,,no_known_test_exposure
sentiment-groups-v1,grp_7c4f67ac932ac336,1021,901266,neutral,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,,duplicate_or_near_duplicate,high,hash/union-find,mixed_label_conflict,representative_random,,,,no_known_test_exposure
sentiment-groups-v1,grp_7c4f67ac932ac336,152,901328,neutral,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,,duplicate_or_near_duplicate,high,hash/union-find,mixed_label_conflict,representative_random,,,,no_known_test_exposure
sentiment-groups-v1,grp_7c4f67ac932ac336,1858,901339,neutral,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,,duplicate_or_near_duplicate,high,hash/union-find,mixed_label_conflict,representative_random,,,,no_known_test_exposure
sentiment-groups-v1,grp_7c4f67ac932ac336,267,901352,neutral,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,,duplicate_or_near_duplicate,high,hash/union-find,mixed_label_conflict,representative_random,,,,no_known_test_exposure
sentiment-groups-v1,grp_7c4f67ac932ac336,29,901623,neutral,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,,duplicate_or_near_duplicate,high,hash/union-find,mixed_label_conflict,representative_random,,,,no_known_test_exposure
sentiment-groups-v1,grp_7c4f67ac932ac336,462,901080,positive,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,,duplicate_or_near_duplicate,high,hash/union-find,mixed_label_conflict,representative_random,,,,no_known_test_exposure
sentiment-groups-v1,grp_7c4f67ac932ac336,499,901427,neutral,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,,duplicate_or_near_duplicate,high,hash/union-find,mixed_label_conflict,representative_random,,,,no_known_test_exposure
sentiment-groups-v1,grp_7c4f67ac932ac336,612,901735,neutral,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,,duplicate_or_near_duplicate,high,hash/union-find,mixed_label_conflict,representative_random,,,,no_known_test_exposure
sentiment-groups-v1,grp_b995dc12d3343cba,1122,901699,neutral,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,,duplicate_or_near_duplicate,high,hash/union-find,mixed_label_conflict,representative_random,,,,no_known_test_exposure
sentiment-groups-v1,grp_b995dc12d3343cba,1124,901596,neutral,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,,duplicate_or_near_duplicate,high,hash/union-find,mixed_label_conflict,representative_random,,,,no_known_test_exposure
sentiment-groups-v1,grp_b995dc12d3343cba,1553,901516,neutral,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,,duplicate_or_near_duplicate,high,hash/union-find,mixed_label_conflict,representative_random,,,,no_known_test_exposure
sentiment-groups-v1,grp_b995dc12d3343cba,1740,901675,neutral,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,,duplicate_or_near_duplicate,high,hash/union-find,mixed_label_conflict,representative_random,,,,no_known_test_exposure
sentiment-groups-v1,grp_b995dc12d3343cba,177,901617,neutral,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,,duplicate_or_near_duplicate,high,hash/union-find,mixed_label_conflict,representative_random,,,,no_known_test_exposure
sentiment-groups-v1,grp_b995dc12d3343cba,252,901078,positive,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,,duplicate_or_near_duplicate,high,hash/union-find,mixed_label_conflict,representative_random,,,,no_known_test_exposure
sentiment-groups-v1,grp_b995dc12d3343cba,30,901585,neutral,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,,duplicate_or_near_duplicate,high,hash/union-find,mixed_label_conflict,representative_random,,,,no_known_test_exposure
sentiment-groups-v1,grp_b995dc12d3343cba,308,901734,neutral,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,,duplicate_or_near_duplicate,high,hash/union-find,mixed_label_conflict,representative_random,,,,no_known_test_exposure
sentiment-groups-v1,grp_b995dc12d3343cba,835,901308,neutral,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,,duplicate_or_near_duplicate,high,hash/union-find,mixed_label_conflict,representative_random,,,,no_known_test_exposure
sentiment-groups-v1,grp_7cb60a91de007e0c,1170,901712,neutral,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,,duplicate_or_near_duplicate,high,hash/union-find,none,representative_random,,,,no_known_test_exposure
sentiment-groups-v1,grp_7cb60a91de007e0c,165,901656,neutral,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,,duplicate_or_near_duplicate,high,hash/union-find,none,representative_random,,,,no_known_test_exposure
sentiment-groups-v1,grp_7cb60a91de007e0c,31,901729,neutral,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,,duplicate_or_near_duplicate,high,hash/union-find,none,representative_random,,,,no_known_test_exposure
sentiment-groups-v1,grp_7cb60a91de007e0c,450,901618,neutral,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,,duplicate_or_near_duplicate,high,hash/union-find,none,representative_random,,,,no_known_test_exposure
sentiment-groups-v1,grp_7cb60a91de007e0c,58,901345,neutral,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,,duplicate_or_near_duplicate,high,hash/union-find,none,representative_random,,,,no_known_test_exposure
sentiment-groups-v1,grp_7cb60a91de007e0c,839,901434,neutral,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,,duplicate_or_near_duplicate,high,hash/union-find,none,representative_random,,,,no_known_test_exposure
sentiment-groups-v1,grp_a7ed20f74a7e1293,1054,901353,neutral,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,,duplicate_or_near_duplicate,high,hash/union-find,none,representative_random,,,,no_known_test_exposure
sentiment-groups-v1,grp_a7ed20f74a7e1293,1563,901269,neutral,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,,duplicate_or_near_duplicate,high,hash/union-find,none,representative_random,,,,no_known_test_exposure
sentiment-groups-v1,grp_a7ed20f74a7e1293,32,901360,neutral,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,,duplicate_or_near_duplicate,high,hash/union-find,none,representative_random,,,,no_known_test_exposure
sentiment-groups-v1,grp_a7ed20f74a7e1293,438,901184,neutral,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,,duplicate_or_near_duplicate,high,hash/union-find,none,representative_random,,,,no_known_test_exposure
sentiment-groups-v1,grp_89c65c6e138b7ffe,1676,901593,neutral,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,,duplicate_or_near_duplicate,high,hash/union-find,none,representative_random,,,,no_known_test_exposure
sentiment-groups-v1,grp_89c65c6e138b7ffe,33,901745,neutral,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,,duplicate_or_near_duplicate,high,hash/union-find,none,representative_random,,,,no_known_test_exposure
sentiment-groups-v1,grp_89c65c6e138b7ffe,731,901727,neutral,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,,duplicate_or_near_duplicate,high,hash/union-find,none,representative_random,,,,no_known_test_exposure
sentiment-groups-v1,grp_21714ef7262cb9e7,1491,901280,neutral,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,,duplicate_or_near_duplicate,high,hash/union-find,none,representative_random,,,,no_known_test_exposure
sentiment-groups-v1,grp_21714ef7262cb9e7,1527,901534,neutral,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,,duplicate_or_near_duplicate,high,hash/union-find,none,representative_random,,,,no_known_test_exposure
sentiment-groups-v1,grp_21714ef7262cb9e7,1788,901483,neutral,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,,duplicate_or_near_duplicate,high,hash/union-find,none,representative_random,,,,no_known_test_exposure
sentiment-groups-v1,grp_21714ef7262cb9e7,34,901758,neutral,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,,duplicate_or_near_duplicate,high,hash/union-find,none,representative_random,,,,no_known_test_exposure
sentiment-groups-v1,grp_21714ef7262cb9e7,730,901038,neutral,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,,duplicate_or_near_duplicate,high,hash/union-find,none,representative_random,,,,no_known_test_exposure
sentiment-groups-v1,grp_21714ef7262cb9e7,962,901382,neutral,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,,duplicate_or_near_duplicate,high,hash/union-find,none,representative_random,,,,no_known_test_exposure
sentiment-groups-v1,grp_85ec97e6accb3553,1433,299,neutral,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,,duplicate_or_near_duplicate,high,hash/union-find,mixed_label_conflict,legacy_hard_case,,,,active_test_148
sentiment-groups-v1,grp_85ec97e6accb3553,35,231,positive,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,,duplicate_or_near_duplicate,high,hash/union-find,mixed_label_conflict,legacy_hard_case,,,,no_known_test_exposure
