article_id,manual_label_id,label,user_id_hash,sample_method,source,publication_timestamp,canonical_target_entity,target_entity_source,full_text_available,existing_split,historical_exposure_status,historical_test_120_membership,active_test_148_membership,r5b_153_membership,normalized_title_hash,combined_text_hash,normalized_url_hash,text_length,has_required_text
23,437,neutral,d4735e3a265e16ee,legacy_hard_case,rss_local,2026-04-15 08:34:49,BBCA,stock_code,False,active_test_148,multiple_previous_test_sets,unknown,True,True,5b47f2f52021ca50014093ce6ab57134b91139508cb171a8237942b50a58fd14,335667b2648a6ab6c126a6b6870200f20c607a0327980525d2fdd825bc82ecd3,27ccab7a2735c186f1a13df894b76b4d3dbade8047f3b3056fa1a7cf59c4a024,353,True
24,1664,neutral,d4735e3a265e16ee,representative_random,ojk_rss,2026-07-07 00:01:37,,missing,True,,no_known_test_exposure,unknown,False,False,e2d3007c0b20d3f4f45a4f60f95befd952085bd295d1d9d04bfbca63c167e646,2021b2a039033a4eba8a994f8405ceaeda2809863101a7f5602ef0cccd26fd28,5b3506f395fb31aa8cdfa72f10a28b06da87fc853a881df9b666054fa7cb2035,475,True
25,1675,neutral,d4735e3a265e16ee,representative_random,ojk_rss,2026-07-07 00:01:19,,missing,True,,no_known_test_exposure,unknown,False,False,9a075bdeefa5e0a544845ffb6b43241ccdc2f08cb73761fc74cedb35618974ce,62acdf90d059d137e162277451bc1b13f0aaabe47670482bf38efa3f63ef20bc,99c884cfbbce4dcd927a4232a63a2aba2f63c541b42afae81fa5493421e8a5e6,572,True
26,1883,neutral,d4735e3a265e16ee,representative_random,ojk_rss,2026-07-07 00:01:39,,missing,True,,no_known_test_exposure,unknown,False,False,707c156fe8de191b16d7176d49a0bdbc21592a3316e91d77da01851f945b90d8,43b4a31997fe97f546bce3687cd672e7c5f0fe7dcd837af7d9c68d0fcc61f7c9,5f7d01cffb6fa90449d9007fe563f9b8df7c486267b7c70cb766654cb9dfcae1,476,True
27,1697,neutral,d4735e3a265e16ee,representative_random,ojk_rss,2026-07-07 00:01:30,,missing,True,,no_known_test_exposure,unknown,False,False,e84cbbf1b920045070e05e2d667f32d421a143500b68fc0d21fb77c917580b45,b0aadeda83037503fd819eea8cac00ecf5aa10fa6b9f92146a0daf2d2f584794,cfd5dcabe1d9916e72f5e07d65ede86c8efdf1f149c457be8c8a1e06204c45b1,490,True
28,1376,neutral,d4735e3a265e16ee,representative_random,ojk_rss,2026-04-14 00:00:00,,missing,True,,no_known_test_exposure,unknown,False,False,abed4f60be61a2f307fa05e12a12a765c523916f133107314452efe8678214f3,ee412d18176dfc3a5130bfcb649739d55ea47098c5852d02a53db30be6dc2faf,e136b85e91c2eddaa22a4272731241becc5a9d294b4a60c69b9fc774f63bd5b2,503,True
29,1196,neutral,d4735e3a265e16ee,representative_random,ojk_rss,2026-04-02 00:00:00,,missing,True,,no_known_test_exposure,unknown,False,False,8e2ec02ad7052207d48ee5a705823cf725caca4d59d70a675316506b27b881a6,2e77cab9400df768d65400a79722d2249c12def80e9305aa79c11452a471d679,04f2d6244ac509e4ad014ca3892046839b77022598efc3d33c58af928a6b8127,481,True
30,1667,neutral,d4735e3a265e16ee,representative_random,ojk_rss,2026-07-07 00:01:35,,missing,True,,no_known_test_exposure,unknown,False,False,fd36d0bea3647486e3c99b5295dc363a03f7b170174273f35b2b6d088fa3e9ba,d6d7ed4b425464436b38a8db225e208b4257fb16fe0b13826e3045311368753c,99a1fef11b02b6077b98eccf4bac8fff575d1971e476fc92e571ecf277ecae4d,448,True
31,1709,neutral,d4735e3a265e16ee,representative_random,ojk_rss,2026-07-07 00:01:32,,missing,True,,no_known_test_exposure,unknown,False,False,79a9839beddfd47e32fc8020c729d4adbf579026f6e5176e20c054529e990a36,12eac4b06f0ead55fde7e1ce47475e3e24913a6e3fa1706be9b2c8cdffcc7a42,13c184d06f7952ba32d9d8fa6409533bf5a1ba0e438a7e89327c82f3e7c9a2a6,543,True
32,1154,neutral,d4735e3a265e16ee,representative_random,ojk_rss,2026-04-13 00:00:00,,missing,True,,no_known_test_exposure,unknown,False,False,1460cfbe02cff1b4ef717ffe1e1ecb417726e25fd0f927f786f986eef89cc4df,14fcbeceeb247bc45fa58fdeb0d42df780ef95b8fc485b51ea5f4f28caf62c6b,68709092ebc27dff72b87e12efd59c26d4197c5aff190c1365bd798fcaa5dd13,508,True
33,1124,neutral,d4735e3a265e16ee,representative_random,ojk_rss,2026-04-13 00:00:00,,missing,True,,no_known_test_exposure,unknown,False,False,40ab68a4a160243896264f48c9f24c36fc249ae1c45df1004822720fa2475c18,065a8f987e0f368e9d2d3c4a7dc570bce57e412d7523ed2f0253d5b5da9084bd,76f665c17ebbc518100e0b3e926700a54c370eabcbf2c96eb44cbf0ad6e703f5,591,True
34,1321,neutral,d4735e3a265e16ee,representative_random,ojk_rss,2026-04-09 00:00:00,,missing,True,,no_known_test_exposure,unknown,False,False,25567d420693759ce9c1189cca1b00930e462c0108e896fbacdf9317e31fb754,9df62ec78386a71f181e09ae87f7d2dddb4cc48f32c4a2159a3f951c0f00d059,f3f384185430c9622afd73539fef67efcd99dc45169c0b2af7066b83a1387956,451,True
35,231,positive,d4735e3a265e16ee,legacy_hard_case,ojk_rss,2026-04-08 00:00:00,,missing,True,active_train,no_known_test_exposure,unknown,False,False,dbf75f1c042864923526dea1110c8fa7bb537ebd05cc591d67b08f21f9f64eaa,c5f5d9af824e968e25e8cd0563eae2b8497b3a0bcc3474f277cb4a7a1d16ba62,9b3e5665fa3378d3355086aa84368ee83f69f92b2dd9ee3eacb6a66be15bce89,519,True
36,1583,neutral,d4735e3a265e16ee,representative_random,ojk_rss,2026-04-07 00:00:00,,missing,True,,no_known_test_exposure,unknown,False,False,dc20b32d88daa9a5cd5d90ef218ab4d578b84e9be5486a5e87e27df66e434b33,9c3501046361deb4160eddf4c8b25be32dd20ce1ff5c61533822ddcd14fea6bf,0338cfa8643d88d47b36c31bea348c88d9337dcd9a6d8b33642b494c29d556ff,524,True
37,1285,neutral,d4735e3a265e16ee,representative_random,ojk_rss,2026-04-02 00:00:00,,missing,True,,no_known_test_exposure,unknown,False,False,e485175ba102df1f2889a6b7f169cfa0378d29a78ca56988f3824fd4771757d2,a1d856ad4ce0cb96f77ae234d25d454385a2aff8ea34c9a1936766d77b026102,e226f91f3b26165730fb9b71eee145e5b87e33471d3167f712ca03dfb385ccfb,574,True
38,1218,neutral,d4735e3a265e16ee,representative_random,ojk_rss,2026-03-27 00:00:00,,missing,True,,no_known_test_exposure,unknown,False,False,ba79697f86aba7a9a24aa7731a0b589ef03f42148d847245e693998243a7365a,5d96a360b5e42f6ae8a51e408e33252572386b953c4e18517c082b2447b9df30,a05325fd31c09accaf1e8666a38719098eb10716d88974c7f7f6454614431ead,525,True
39,1371,neutral,d4735e3a265e16ee,representative_random,rss_local,2026-04-18 14:36:59,BBCA,stock_code,False,,no_known_test_exposure,unknown,False,False,8989201362b7a3deaa6d818ab9304cf08411a90caec42e50673cdadd394eb61a,df98c94b2c1dfa809b11e6b7e1c03d902e446082bf09bc098169be02961ed45a,7db929346aebef4b7fccfe325672c4bae9b3cb52ef6d06c0a96a38d254741304,313,True
40,1729,neutral,d4735e3a265e16ee,representative_random,rss_local,2026-04-15 14:30:00,,missing,False,,no_known_test_exposure,unknown,False,False,a1ee8e4ea08f2dcac1928e60cc95505b11ae755815bedd465b9abe658c721da1,14ecfa9c5bfeb891c16d34dcdba71042f9ce783fd1b19b062c313bb962bf95c5,0106e384a51f05d1d8a69d199a371d839c168b26ca74864bcf5b55b234aea445,247,True
41,458,neutral,d4735e3a265e16ee,legacy_hard_case,gnews,2026-03-29 14:02:03,BBRI,stock_code,False,active_train,no_known_test_exposure,unknown,False,False,c925c92653b430579ab367a4b4ab53c45259d73fbb703d86e006442a7c0cf936,d232b51909c31b1ba9ec8b075b1587ddb9adf61b25d59c5c986e55f566ded8dd,73c2b639fae944a6a72df4a8a6fc22edfd435c2dde24c63ff36e393c636bfdeb,495,True
42,1616,neutral,d4735e3a265e16ee,representative_random,rss_local,2025-12-16 14:37:07,BBRI,stock_code,False,,no_known_test_exposure,unknown,False,False,2d1e722356958982d20039aebed7ddcde0c7418159f18321f64644e72d11a11d,db333ec8dbab713e82e4e8cb1d0d617566ce6dd36816de0376bfc6a3b3ef519c,9e062420bdb3a3dd55c5105238c93a8d1f52c7091a4a0d8280bcc4aa4b86fc3c,316,True
43,608,neutral,d4735e3a265e16ee,legacy_hard_case,rss_local,2026-04-19 19:30:44,,missing,False,active_test_148,active_test_148,unknown,True,False,e89ad4aace6e210879dd70e26c1cfe316d219f966f97be585cc11e02dcc39930,209ba13ea340cadd94f9901a94cab8e80cf4375405c919241c1093551efe2e67,99a8dd9d08fc7d506c503d5f499e7b3bdc0c2d3937ed6f88e6c57df40e3c7964,363,True
44,1085,neutral,d4735e3a265e16ee,representative_random,rss_local,2026-04-15 18:00:00,,missing,False,,no_known_test_exposure,unknown,False,False,060b6b7735b05baa02b3e2bac5918cc856751139eed2c071f6b51459b01da2fa,6a730a31be230dfb0fda990c2d9ebf981bc3c042411b98a8625b7b71186e2d34,668c259fde117ec2fcc425d5a5b72ad344f0afb9b0285b9adea40b1e6bd1bcfc,287,True
45,509,neutral,d4735e3a265e16ee,legacy_hard_case,newsapi,2026-04-17 16:43:16,BBRI,stock_code,False,active_train,no_known_test_exposure,unknown,False,False,e3d1298dfd2c902b50651489bc45ce491a9a103f91a28874158ff52ca391dd3b,7697460a70e5f5b3f2659e941e2a0335bed91c3a592445e9870cbb39150265fd,d2756dfdb5f982a310eb5289f2e496de17e354e78d0aa407d7d092fe16379c49,436,True
46,1875,neutral,d4735e3a265e16ee,representative_random,gnews,2026-04-16 06:33:51,BMRI,stock_code,False,,no_known_test_exposure,unknown,False,False,02ed7587eb334a3f201fc0adabab6792d492100e1710e937d56c286deffbe890,940bf80a684e8192d9d144eceefede5c6bb21b6b0f18b69330bc967a1275845c,390d8fba8750910d64a836e39dea37a65afcaef748d5053316a99ee6a39ec3cb,480,True
47,1723,neutral,d4735e3a265e16ee,representative_random,gnews,2026-03-26 14:30:08,BMRI,stock_code,False,,no_known_test_exposure,unknown,False,False,0d1c38bd12b6c34b0fa2dcb5c1760e73be5e3c22d6dc0a0ea475cbaf087c2701,082dec226c6d4663911e36fa8d0dd9ab9d626e2e0a180f4da88fdfc8118da01f,97b173208cbc9a78e5da0fc835b5655b896acef79faeae761d92675b85cdf092,506,True
48,975,neutral,d4735e3a265e16ee,legacy_hard_case,rss_local,2026-04-19 18:45:05,TLKM,stock_code,False,active_train,no_known_test_exposure,unknown,False,False,5ce014a69c2e59c1aaef307de2a652c5460e8038eb51f41e60f40624e43e72b4,5f8a6a10feb5f85e99e7ce9e1394d85284324a8010a4ac5b0fcf919e2e5e467d,6b02bb3e6d0c3af06a39afe8b4c5adee1256d5d231f7c7951af18615d79beee3,376,True
49,1423,neutral,d4735e3a265e16ee,representative_random,rss_local,2026-04-17 20:40:30,TLKM,stock_code,False,,no_known_test_exposure,unknown,False,False,5f94c9c1129c65d0af668d8898d77a7d3eb00fdea69375a4e7f21b09f8308558,3527764cd0921a0789936a50992fc71b88bb1f5f595918cba3e91e208ff52066,ca7dd07cdc1b50628cf47f38e4c87554b9c730375895ac7fabbfce80770ab592,392,True
50,1029,neutral,d4735e3a265e16ee,representative_random,newsapi,2026-03-27 17:10:58,TLKM,stock_code,False,,no_known_test_exposure,unknown,False,False,6a4568e57ec786f9be7011717662e12097b4ef7c97f381b69c870df2ad5da3d4,a24df91e74c192e15c9830b3582b25148b8c082abecb7940126c73504ac739d5,6f237525ef957c6ff1b442a5959f7f898561bea8cdabce01b393fe8b573daf6c,621,True
51,426,positive,d4735e3a265e16ee,legacy_hard_case,rss_local,2026-04-19 09:45:58,TLKM,stock_code,False,active_test_148,active_test_148,unknown,True,False,0f333af930a767a1b93d1e2f87ad83bcff11a98814c7585619b920af927824f4,559cd0fba7fd1d2578629d7fce90151840ea3a77dc5aefb36d734f6a36594dd5,23bca8ffa7ef93486737e5d7d4076034e09546a536c8f6483f1cabdccbd3a05f,358,True
52,723,neutral,d4735e3a265e16ee,legacy_hard_case,rss_local,2026-04-17 20:53:02,TLKM,stock_code,False,active_train,no_known_test_exposure,unknown,False,False,5425f22e5e160aff7c54e90add34c76bf121337305982c8985e3b9874db153ca,f0eb1deace2ac34bbeb82fa636c8a7b05dc2b4103e201dbea8c278b6846ae70d,acfedcf16d7a6bd04c9f43c96047c3fbe9835690b6301d92fd3b6e4c9ffbce11,395,True
53,1810,neutral,d4735e3a265e16ee,representative_random,ojk_rss,2026-01-30 00:00:00,,missing,True,,no_known_test_exposure,unknown,False,False,f28ffa14bdc0a8003c1fc7479bc91119e22881adeeac39614eb4e113189e7741,78f4d75ec52485f32753d05b95792b26cceec2c958137bc633b2e350bbd2b45f,684210aa81663f7418c5e747e08459f8b40f8a09c72ca7ea0914b1b989a59986,757,True
54,1845,neutral,d4735e3a265e16ee,representative_random,ojk_rss,2026-01-13 00:00:00,,missing,True,,no_known_test_exposure,unknown,False,False,b222033d47f3b0211a2334b99c716649d82bea4ec3589c96dbf64f83f62a8571,c1f35143bc90e7bff1b84f0de80dc63357d8b6b78d617992329ae7711c2c6fb7,2af456bc17e88ce52ff24b6db6e558c1f106cf76127da7d3e9cf05366dbcaaae,572,True
55,1356,neutral,d4735e3a265e16ee,representative_random,ojk_rss,2026-02-20 00:00:00,,missing,True,,no_known_test_exposure,unknown,False,False,3a02f206e49a6c86f50180f28359536c5ef9c52a109a91e5c5e82197be9b866e,7dc20fd9f8f30c80c49c61ce935875b8d6d4ddab93b595aa55b095959a88d9f5,322db2027f693d0db6a2563d70392952db6823109a9f0a2337a5954682738e1a,565,True
56,1332,neutral,d4735e3a265e16ee,representative_random,ojk_rss,2026-02-09 00:00:00,,missing,True,,no_known_test_exposure,unknown,False,False,a0121d5b3f912d1c04030b220db314fe1d23558108f2e283241ea2c8d64a125f,95225b67d14b8d8962b35f4d3bce86b617f5e5fb6eb8533c2f58fce2e0115cde,3cb4627afaf367525e6e4ee1b9bb18f23e1d939ed264f466661ba65240406a19,614,True
57,1642,neutral,d4735e3a265e16ee,representative_random,ojk_rss,2026-01-30 00:00:00,,missing,True,,no_known_test_exposure,unknown,False,False,4f8de9bd6ad6f9b119d6dd36e36e3174f82a9a7590b1b2ce8e1cf4ecfe8d4e24,8ff7f7dfa90d19663fe51810650da4c217747e0fa78a5ff1b075a49a2b3716ed,275daee738fe1591ef82c8178ed6147c51961492b5c0286bf48a48caddadcdd4,570,True
58,996,neutral,d4735e3a265e16ee,representative_random,ojk_rss,2026-01-13 00:00:00,,missing,True,,no_known_test_exposure,unknown,False,False,c5570ff8661fa49cc602ade0f31a4dcb151f16495f1fc6f7bd1d8e07fd62a85b,d3bb374afe908fd32f6023dfde864c49c9039f37b5573e2010cda8e70c8793b3,66b8c66cc212eeae7480d0d9df1828d84575f17b227242a52585e48094db3113,554,True
59,425,neutral,d4735e3a265e16ee,legacy_hard_case,ojk_rss,2026-01-02 00:00:00,,missing,True,active_train,no_known_test_exposure,unknown,False,False,17aa2fbeb51dbc245d75d1649e3157d33d613b53ba1e242743453f6c53d8080a,59d7a956e5612d69b8c3e8660de67393cd84a3d13dc9fe9dece7b1c37ebf1a1a,1fedc9fe573a6a59d24f877f8e26ea229ca59786a639a050eec9f43679c58b28,328,True
60,1314,neutral,d4735e3a265e16ee,representative_random,ojk_rss,2026-03-15 00:00:00,,missing,True,,no_known_test_exposure,unknown,False,False,ca67aa3a80c72721fa1f0b3577428c67b89553df2f64c13bb0ee2c6f595437a8,a329feb5795899abf60e07566ecc1e3d5de7de23879cfa4f30702ea8445e13d4,0838cad5d8a00cb6ffafe1cb0841f8c84b2213c665b8e8ab1c2fe6e0343d7a21,548,True
61,1491,neutral,d4735e3a265e16ee,representative_random,ojk_rss,2026-03-13 00:00:00,,missing,True,,no_known_test_exposure,unknown,False,False,e4e95bfca04e7bd84755d4ccfcd5d408c55aff8576dfb00b3c6177bb4d800b23,622f95444529f7466eed4bcc2cb1bd8253ff7d0a49f15026427f08df5eead764,eb764271eb4b111024e86dee1f236b9fdf9a1669414117d829257831c2b2c7bc,579,True
62,1881,neutral,d4735e3a265e16ee,representative_random,ojk_rss,2026-02-28 00:00:00,,missing,True,,no_known_test_exposure,unknown,False,False,28f46abf25944008936e08ec401372e8db7faa95f4c3bf3b7f5c6123b57e4da4,4f83511892c8e12ae754d2cd255a039f5d0f7fa43f8c3f9349910c8e02a8ae1b,686c0e7d88401b2e6a37dd4030f9a0ec4825d3ab23da845e51c08bc677674a0f,610,True
63,1319,neutral,d4735e3a265e16ee,representative_random,ojk_rss,2026-02-12 00:00:00,,missing,True,,no_known_test_exposure,unknown,False,False,b05f83bd65fe93db6f87ed7be8c37ae1b8700a9dd88cef16401b4437555b45a5,c2fefa2e4ced40d0bc7cc2e7b00d95e9c704c0646df914f204eedd4783e06d3c,de24506ae81152599d442f6fd22cffcdde196c6e0a7b08da964467500b4b2ec4,612,True
64,1296,neutral,d4735e3a265e16ee,representative_random,ojk_rss,2026-02-07 00:00:00,,missing,True,,no_known_test_exposure,unknown,False,False,f7d514b5771e243be09dba09144f6333f35e48d93adf0b6dc479cec73b76bc1e,6c476e0a5a592c223a6485b15bd80e048e2b6fe97176d9a402fad84b590c5264,b67ea0d9a0f4d35a628317e13ae379942e3176ef2b9a40f6b6b6df8a1e911cf7,612,True
65,1422,neutral,d4735e3a265e16ee,representative_random,ojk_rss,2026-02-04 00:00:00,,missing,True,,no_known_test_exposure,unknown,False,False,9159f9b446910281a0839c30c60a4d1c5d5112dc72951c403e0b9fea999374ee,e59185029554efed387e7cca20b06682e7feed5a3e0049394b01d6e88fdcac89,cb03e225897d1cd83b86ecb118c37f5b533ccfb79d073cd1520e7580aa1febd5,497,True
66,1459,neutral,d4735e3a265e16ee,representative_random,ojk_rss,2026-01-31 00:00:00,,missing,True,,no_known_test_exposure,unknown,False,False,98fcd239e54fec0e07047ef8c2f3365d09933cad67205f5bab3fd97462535ce5,d1ade8ebd8d4f58658e21635ab9a146878e3f1d905489d3fc3bd94aae3682777,6180f8b0654116dc4fc93694e515a5e4485cb1a2c8f09d27d0a8243fc4ccdd85,669,True
67,1490,neutral,d4735e3a265e16ee,representative_random,ojk_rss,2026-01-15 00:00:00,,missing,True,,no_known_test_exposure,unknown,False,False,5718aa6abd3019473b5a4136fcf976e320ad7ea3d40f397c38733f078ada39b1,7fb3b56b6db50a2bebea733502286921a039e4cb400da4407be67a5272431925,ddaf48d5205fd374915b9984d7853820c6330f55fc8ea97a2cb1991144b42975,555,True
68,1164,neutral,d4735e3a265e16ee,representative_random,ojk_rss,2026-03-12 00:00:00,,missing,True,,no_known_test_exposure,unknown,False,False,d95ff42a505b0e46171dbd5913aea5f42311d28df3b5843c7490e621548676fa,b5f5b9151761612799d6571973fdd0eb28a2e81d77c28076b98feb255f5c3adf,d2a972403faf20ac62aa1e0ac82e4ec3b47f700ead546dd838702e40a1bf7f7f,593,True
69,1463,neutral,d4735e3a265e16ee,representative_random,ojk_rss,2026-03-11 00:00:00,,missing,True,,no_known_test_exposure,unknown,False,False,1c6ba72c7b98514b519ebb5c2f2980e32c68050bc24d322dd31b0d9d95e96ea4,886bae13edbcf7a769b20e751f85600019530d89675c1a2e1cf517ffc8f328e8,b753c772802a853b8c07f5f793c39743433c3b7fd97fde73dad221407f825edc,424,True
70,1213,neutral,d4735e3a265e16ee,representative_random,ojk_rss,2026-03-04 00:00:00,,missing,True,,no_known_test_exposure,unknown,False,False,d1ad1a779815b38b0a58452d034e1b2409eb2e10de7ddc5e2fc370245dc28a9b,5e0c5d1c3b14c14a304f2b4d93dfbe3d54503f4d7df5d40639dbec4228941184,384319325f853e95e5e86f19f75826917a0eacbb531bade22c87749334f96777,510,True
71,738,neutral,d4735e3a265e16ee,legacy_hard_case,ojk_rss,2026-02-06 00:00:00,,missing,True,active_train,r5b_153,unknown,False,True,389759763fa3ca9755a60acbc0eca648dfe799dda5f02118fd5fb61f603a3a42,65bfcf91b55bf4ec0193df592a6b2b6f37016a8ca7b0cc6a4f1bf8095c840e92,976e156a18d6066f48d09e30866a3a36dcd0eec7085fd42cf14060f6dd16ab78,511,True
72,1795,neutral,d4735e3a265e16ee,representative_random,ojk_rss,2026-02-02 00:00:00,,missing,True,,no_known_test_exposure,unknown,False,False,59c0ef59ea91f5261e435d27f91ddd018281a5130a2bbe22aa617a736b760f29,5dde7459964f0189aec742a3d093e499d796673ce06f113ab68624f6bc376e57,0a4ca1313719a0d002faa67c10fbf78d84b1a3c1c948ef49ef7e237bc22a61d7,547,True
73,1111,positive,d4735e3a265e16ee,representative_random,ojk_rss,2026-02-01 00:00:00,,missing,True,,no_known_test_exposure,unknown,False,False,6588d1f1f3e52c9613657793a5733a73a32491970ba76d1919066128748ded77,17c365fc26fe720478dd477ec6f0de9343a0ccc527b2217835c6eef4979231cb,701149b2a815d7b57255c2ccd1457edf9eedc6f6c3d3317a3197273904f8e07e,601,True
74,1328,neutral,d4735e3a265e16ee,representative_random,ojk_rss,2026-01-29 00:00:00,,missing,True,,no_known_test_exposure,unknown,False,False,79e87048b33796688837051a6b4e5970c4d5601f0f74ed6715c086fd88749f0f,ea0c610a250993664ed5e46ba3fab732f871ebbfcac9ce2791d6107ec03723af,c293f5c8085513c4723d3cd9dfbf4787228a2d54c3ce6298f91aa2d0f7d6bfb3,586,True
75,1574,neutral,d4735e3a265e16ee,representative_random,ojk_rss,2026-01-28 00:00:00,,missing,True,,no_known_test_exposure,unknown,False,False,06fc563b4ad8fe899117980ffeecdf942bd6aea04d781f8a7d8e84185d1211b3,df7ac44866760ddf7b65361c2af8bc4155c1df89bb62ec12513151c53d998e08,79468878c35c984797a72f1c3dff5b3ffa52e36fd777510aa52864c37de861c5,603,True
76,1225,neutral,d4735e3a265e16ee,representative_random,ojk_rss,2026-01-27 00:00:00,,missing,True,,no_known_test_exposure,unknown,False,False,a160e53d09c278727e606c3181c1d6868354c36c460ce5eace25d5637d91a03b,31e9a11343b408e16baee76052d0820e9d35037a0f5bfc177729cda51eee97e9,2d67495fc466d4defe210d62a5b00f1d76c4d93c70e06fa1d616949714bb1ba4,623,True
77,1055,neutral,d4735e3a265e16ee,representative_random,ojk_rss,2026-01-23 00:00:00,,missing,True,,no_known_test_exposure,unknown,False,False,583e9dd17d7cf15e915b6908f098cbc555b3bbd61d67a3e5a45e471d1d868e23,6e1e4325035c645fd20fcb131b126a1ef2266c34a1db613a670bcb2af0189f65,adc1bac76cc5a5b8e6e4465abd74ec03a757f4965a0155b317c553d8e6d921b1,412,True
78,1615,neutral,d4735e3a265e16ee,representative_random,ojk_rss,2026-01-20 00:00:00,,missing,True,,no_known_test_exposure,unknown,False,False,cb87eeae1ac988b460d07bd3dd7ae5a734ecefab65ae6347e93e29cf7a1b28e6,65b1c052155068afeb4c3b02ffae07fc890115ad1901ccfc8c93f7d0620d46a6,70b8d3ca393351af85840cfbc3056f5c67698ae0fd6ae2cfa73dfabf5cc14850,565,True
