event_group_candidate_id,article_ids,target_entity,date_range,confidence,evidence,hard_constraint,notes
event_492ca636563db7dc,1053|1186|1327|1699|392|398|516|733|746|81,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_04770c9431c12789,1496|1543|1686|179|640|82,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_e1223bb7d284543f,1548|1784|436|605|84,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_4dd9e1f3535249e4,1087|1461|1690|85,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_0150d5c1ce4d94c2,1844|429|86,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_c4cfd0db4873b1e5,1354|1799|1813|220|757|798|87|981,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_ce5b896c87daf80b,1378|1823|1880|268|88,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_6a59001411c26990,1084|1094|1178|1210|327|658|706|89,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_fdb3e9266dc7624a,1325|674|740|872|90,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_a0dea9c45fe24847,207|418|786|91|917,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_a2a048533fe194a5,1199|1763|92,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_6b9eb4070a9a484b,1237|94,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_0c54964484a5a334,1734|326|408|95,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_eacfecee62b56172,1040|1158|340|879|99,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_fa901c57ef889ca2,100|789|852,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_27a858ad58ab2ba2,101|1203|1247|309|511|732,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_e90e97fe9b159d53,103|107|1166|1745|226|395|628,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_527bcdbe38e641c2,104|1228|1435|469|503|877,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_b01d67bca4761089,105|1810|572|771|885,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_87d3bded4b70f51b,106|293|794|925,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_610921a2675b26b6,108|1279|1376|1596|1617|1815,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_99d3a20296f3f48d,109|485|601,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_72ea4acd4873bc27,110|1831|582,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_113611916dfc9422,111|155|552,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_b3a6e31c5a2f1efb,1075|112|1575|483,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_4315c767b4b96d39,113|1710|363|597|919,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_f69400a09f5f3a0a,114|1146|1326,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_9459510885f42b89,115|1484|1712|608|685,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_ec656e3a20e67c97,1044|116|1667|750,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_c6e675823f226fb2,117|1781,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_63d2f0b6e2bf7c65,118|1271|1729,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_6c3d725477e6f543,120|1467|174|456|478|564|718,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_8f9de4723ce6aa4d,1029|121|1256|1576|1706,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_52b4703c82ff3ef9,122|1644|173|1853|264,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_10e4a7c15a01b482,1151|123,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_b2bfcc754f9863c5,124|1338|1413|208|468,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_2310e1dd069a1da1,1010|1134|125|1528|1691|184|223|944,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_260c4e0b75a62d3b,126|305|467|472|527|782|818,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_61e3f217b4695036,127|1468|1479|1599|953,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_2ddb181a5115fa8c,128|387|583|636,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_7dab2f002968019e,129|491|908,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_2e23a7eb9c030d52,1032|130|1762|406|735,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_e12c693e3723e832,131|1592|375|972,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_7e5f8329eff18b9c,1296|132|638,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_24d33a0317580083,133|588,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_e0c3ac2ed3363a95,1104|134|1425|629,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_0b419604e27812df,1123|1144|135|1519|240|270|577,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_ce224739d9866682,1101|1207|136|1520|347,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_defdf3f77fe6e7a7,1233|1274|1364|137|181|488,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_79994737510e6b1a,1051|1249|138|319|448|575|670,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_33e70a85f1ad78d6,1181|139|555,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_ec62a6332893ad6b,1368|140|1812|329|544|682,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_b0dd7989715f69aa,141|1764|1833,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_0c461cd142bf06ea,1267|1392|142|655,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_b2fdf1e881953e7a,1428|143|356|816,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_14161b6f84a82050,144|1586|724,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_264946ae5ae8f4df,1206|145|1790|1861|1896|247,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_0343d92f07ea4b3d,1163|146|1463|508|520|882,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_1ddc30f0362d13fe,1366|147|1524|303|858,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_6fc6e09fbfb2b2fc,148|377|693,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_63cb3b0187cead15,1353|149|1642|1893|592|837|995,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_0ccfee59cfe4b628,151|1580|230|254,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_9f6f18d0341764e9,153|1761|832,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_21a693fd9484e66d,154|1883|760|784,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_5f8f660409114347,1498|156|242,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_15137efc4357e643,1001|157|1600,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_5462ffcb1e1e5373,1556|158|562|585|808,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_73fc81f74518b0d2,1503|159|1821|334|339|780|992,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_e3340536cd4b8322,1594|160|1847|399|811,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_0268307daec45ea1,161|1703|299|504|654,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_5ffff0b7c414bdff,1020|1457|162|417|594|996,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_2705a9e6fddf629b,1097|163|1715|647|886,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_f42742d614e8bc58,164|349|358,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_650d59b744d18c67,1160|1390|166|463,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_0d23945c98bfc088,1069|168|402|895|903,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_9318de95869b3b49,1332|169|224|382|822,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_ef4add04faa2c55d,1195|1254|1367|170|250|311|526|749|943,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_cfdbe7e3c5b14805,172|1876,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_579197ef282c1336,1443|175,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_45698f6f61ba4983,1770|178|934,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_85247858398f8d13,1276|180|343|759|815|817,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_e84dcadda9275d17,1213|182|673,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_58311555e5ebc18c,1272|1705|183|388|473,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_bcb77b854988fb05,1649|1825|186|623|769,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_b125ab6e569caf8d,1572|188|994,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_4c88d5d3c4cbf251,1434|189|294|510|833,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_60fc140ce29a7dd8,190|662|843,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_03f67c2d0255fe64,1275|191|573,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_4cd27c1a369e6dae,192|498|634|678|907,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_efb757ee26ae4b2b,1489|1619|193|539|873,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_a1b1e93b22285f78,1408|1420|1602|1822|1891|194|209|987,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_e390d406b2620c69,1328|195|492|540|900,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_717519642e773369,1031|1119|196,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_5be1582d0aa8e754,1578|1778|1802|199|297,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_b5b9a60aebece2f3,200|389|717,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_0c0744735636ba25,1177|1759|201|614|763|847,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_9a1e923dc3036b3c,1568|202|622|728|883,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_0a99ef7eb7ff1b43,203|261,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_b3544df2d85895a4,204|419|767|814,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_126b081e4be5161c,206|530|742,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_6abf4321f3b72650,1028|1323|1333|1852|211|627,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_de2dff8c3ca91609,1785|212,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_902ae5fa5f4bf853,1766|1892|216|435,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_2e50fcf0f2f3fdf9,1507|1660|217|371|560|734,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_323c1fedde6acc7d,218|312|460|888,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_6e32fe827bbfec81,219|321|721,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_1459212a1b5eff11,221|323,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_f2a799fbc41503ab,1859|222,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_37c8ef386cd3d238,1824|225|357,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_5e6f823429fb255a,1727|227|960,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_c060aaec6aa34dd8,1202|1360|228|285,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_d36bc87a7d0cf10f,1082|1523|1728|231,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_e18a57e840b47720,1406|232|479,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_c5bcafed50de34e8,1286|1453|233,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_f03a126269add0f1,1513|234,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_e171cbcb511b543a,1043|1135|1521|235|317|393|776,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_6dc28d4bbaa408ff,1041|1620|236|666|991,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_8cc6567e8164346a,1317|1591|237|543,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_64e2f92311428273,1108|238|737,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_68fc4d662cd0e86e,1103|1172|1341|1534|239|806,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_cc2bbc53ca065064,1342|1875|1889|243|442|470|637,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_d08f2718a89b6500,244|415|416,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_d0c669bd7d888720,1157|1427|1539|1697|1769|246|557|865,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_ed512e790e209431,1416|248|887,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_0bbffbfc766994d8,1143|1152|1793|249|284,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_b2b11513115b5373,251|465|494,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_2c5e8141fd00c52f,1107|1607|253,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_ae50e71460232b2c,1742|1867|255|765|773,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_9dda972bd32facb3,1306|1541|1782|1877|256,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_b57a62d7e79b9da8,1300|258|603,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_76c6d235a5f9d8e0,1071|259|260|367|945|985,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_5c555c5adf5c755d,1679|1702|262|547|621|741,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_411aa7c1ebf7ae2e,1857|265,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_a2d9bac9025ee01d,1794|1796|266,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_9d35a4de282e6ae5,269|383|766|941,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_5a7c85a29ec5f123,1116|271|404,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_07c37115d05d9b30,1164|273,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_f318872ccac13de2,277|459|553,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_6f06a3dc0853e21d,1252|1448|1760|1801|278,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_76bbd61b637bc20f,1374|1462|279,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_117076f5f1aaf788,1250|1562|280,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_1bdccb1941bf489b,1692|281|928,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_ff7db9b3ce055c70,1214|1683|282|412,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_448c0fb755441003,1212|1238|1708|286,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_3fefd3a5f7942b48,1659|1783|287|932,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_1cc42a1dd416a1f9,1263|289|366|927,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_9f79d44a8a4ad0bc,1009|1073|1131|1629|290|646|823|898,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_314d91dbb62bace6,1088|1709|291|587|641,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_c5a08ea37ba90827,1036|292|756,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_75034d3118935d2b,1414|295|529|599|836,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_551e6469d3a743c5,1302|1529|1807|296|337|514|939,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_c3ae6aad0bbfe45a,1348|298|458|639,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_2ac9c7e3e2482fe6,1120|301|386|457|664,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_3c259ba547a678a1,1537|302|517|838,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_ae1f229e5ab4324d,1687|304|466|774,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_8fc120d2ad43075e,1019|306|314|422|894,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_8990020ff9010bab,1002|307|781,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_d7e0ed1360e8fa38,1500|1641|310|880,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_c769f010fd4a9cca,1478|1776|313,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_bc47a4fa75b29405,1391|1719|1841|316|551|595,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_ce5ba47b688b9309,1603|318|719,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_74fc08b2f2be0857,320|613|834,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_07da1285dbd3d90c,1132|1590|322,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_704645dc0f23166a,1646|1817|324,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_3a20a1f953c4de0b,1035|1189|325|606|700|859,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_57254c58e3e49157,1419|1678|332|490|663,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_919e98e9a567d259,1056|1137|1816|336,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_713c588b2e87b5e8,1301|338,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_7a59f3c80e32f595,1375|1744|342|394,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_08e9dde5e619bf68,1393|344,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_f511e0cf1b6dea1a,1319|1579|348|762|802|819,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_9bae4cbdd45fa6a3,1516|350|525|855,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_a984b863442a147a,352|487|593|691,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_40c6357070096cbf,354|561|754,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_7a31908a761c97fb,1304|1549|355|644,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_fd5e9d9e6437d556,1057|1085|1437|359|444|464|959,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_e1b2b8eb459c4891,1273|1582|1661|1773|360|401,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_9b22b0efad0caee9,361|668|891|978,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_2a05fec3bf4f3dec,1372|362,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_4af7f9141f2b237d,1442|364|829|952,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_7acc8caee8760ca1,1346|365|609,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_6fd43faa212219e8,1141|1480|1849|370|849,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_ff41c0b2737bc917,1150|1215|1601|372,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_0e02a0711062b1c9,1059|1765|373|376,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_9e379f91663738c8,1205|374,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_f3e94b098ceae4b3,1126|1487|1696|378|896,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_b3e11272fab3b06f,1386|1387|380|481|863|930|970,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_1d5f7a078ff158d6,1118|1363|381,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_bf65b18e5ceb970b,1399|384|845|861|980,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_9e7fbac01e8ba9af,1688|1804|385,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_4e18575e8cd61a09,390|482,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_d133b11147afecb3,1634|391|524|940,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_b2b90531c97db247,1175|1329|1598|1826|1836|396|783,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_5ab35c5567216961,1204|1236|1845|397|484|938,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_4a53fb5d2c8e9da2,1155|1277|403|426|433|471,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_2ab8c7ed852264e9,407|736,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_dd76f53b66e8c942,409|493|826,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_99a293ae6bfb1c22,1285|410|556,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_6872ef1206e2971c,1842|411|653|931,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_349e883f357cc339,1200|1775|413|502|669,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_7be1764895708c9a,1347|1540|1717|420|687|690,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_d9555ec0a9c4d394,1078|1278|421|844,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_2c376f574a5cd344,1234|1452|423,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_18772b14827b742d,1492|1621|424|649,,,high,duplicate_or_near_duplicate_group,true,derived without external model
