left_split,right_split,left_article_id,right_article_id,similarity,overlap_type,left_label,right_label,left_sample_method,right_sample_method,left_source_path,right_source_path,left_row_number,right_row_number
active_train,active_test_candidate,512,897,1.0,normalized_title,positive,neutral,,,storage/app/sentiment_finetune/train.jsonl,storage/app/sentiment_finetune/test.jsonl,169,9
active_train,active_test_candidate,512,897,1.0,normalized_text,positive,neutral,,,storage/app/sentiment_finetune/train.jsonl,storage/app/sentiment_finetune/test.jsonl,169,9
active_train,active_test_candidate,107,103,1.0,normalized_title,neutral,neutral,,,storage/app/sentiment_finetune/train.jsonl,storage/app/sentiment_finetune/test.jsonl,258,130
active_train,active_test_candidate,107,103,1.0,normalized_text,neutral,neutral,,,storage/app/sentiment_finetune/train.jsonl,storage/app/sentiment_finetune/test.jsonl,258,130
active_train,active_test_candidate,970,1387,1.0,normalized_title,neutral,neutral,,,storage/app/sentiment_finetune/train.jsonl,storage/app/sentiment_finetune/test.jsonl,308,139
active_train,active_test_candidate,970,1387,1.0,normalized_text,neutral,neutral,,,storage/app/sentiment_finetune/train.jsonl,storage/app/sentiment_finetune/test.jsonl,308,139
active_train,active_test_candidate,826,493,1.0,normalized_title,neutral,positive,,,storage/app/sentiment_finetune/train.jsonl,storage/app/sentiment_finetune/test.jsonl,552,83
active_train,active_test_candidate,826,493,1.0,normalized_text,neutral,positive,,,storage/app/sentiment_finetune/train.jsonl,storage/app/sentiment_finetune/test.jsonl,552,83
active_train,r5b_hard_case_diagnostic,1503,1503,1.0,article_id,neutral,neutral,,legacy_hard_case,storage/app/sentiment_finetune/train.jsonl,output/prediction_research/sentiment_r5b_locked_tests/legacy_hard_case_test.jsonl,1,55
active_train,r5b_hard_case_diagnostic,1503,1503,1.0,normalized_title,neutral,neutral,,legacy_hard_case,storage/app/sentiment_finetune/train.jsonl,output/prediction_research/sentiment_r5b_locked_tests/legacy_hard_case_test.jsonl,1,55
active_train,r5b_hard_case_diagnostic,1503,1503,1.0,normalized_text,neutral,neutral,,legacy_hard_case,storage/app/sentiment_finetune/train.jsonl,output/prediction_research/sentiment_r5b_locked_tests/legacy_hard_case_test.jsonl,1,55
active_train,r5b_hard_case_diagnostic,487,487,1.0,article_id,negative,negative,,legacy_hard_case,storage/app/sentiment_finetune/train.jsonl,output/prediction_research/sentiment_r5b_locked_tests/legacy_hard_case_test.jsonl,2,144
active_train,r5b_hard_case_diagnostic,487,487,1.0,normalized_title,negative,negative,,legacy_hard_case,storage/app/sentiment_finetune/train.jsonl,output/prediction_research/sentiment_r5b_locked_tests/legacy_hard_case_test.jsonl,2,144
active_train,r5b_hard_case_diagnostic,487,487,1.0,normalized_text,negative,negative,,legacy_hard_case,storage/app/sentiment_finetune/train.jsonl,output/prediction_research/sentiment_r5b_locked_tests/legacy_hard_case_test.jsonl,2,144
active_train,r5b_hard_case_diagnostic,931,931,1.0,article_id,negative,negative,,legacy_hard_case,storage/app/sentiment_finetune/train.jsonl,output/prediction_research/sentiment_r5b_locked_tests/legacy_hard_case_test.jsonl,7,1
active_train,r5b_hard_case_diagnostic,931,931,1.0,normalized_title,negative,negative,,legacy_hard_case,storage/app/sentiment_finetune/train.jsonl,output/prediction_research/sentiment_r5b_locked_tests/legacy_hard_case_test.jsonl,7,1
active_train,r5b_hard_case_diagnostic,931,931,1.0,normalized_text,negative,negative,,legacy_hard_case,storage/app/sentiment_finetune/train.jsonl,output/prediction_research/sentiment_r5b_locked_tests/legacy_hard_case_test.jsonl,7,1
active_train,r5b_hard_case_diagnostic,960,960,1.0,article_id,neutral,neutral,,legacy_hard_case,storage/app/sentiment_finetune/train.jsonl,output/prediction_research/sentiment_r5b_locked_tests/legacy_hard_case_test.jsonl,26,117
active_train,r5b_hard_case_diagnostic,960,960,1.0,normalized_title,neutral,neutral,,legacy_hard_case,storage/app/sentiment_finetune/train.jsonl,output/prediction_research/sentiment_r5b_locked_tests/legacy_hard_case_test.jsonl,26,117
active_train,r5b_hard_case_diagnostic,960,960,1.0,normalized_text,neutral,neutral,,legacy_hard_case,storage/app/sentiment_finetune/train.jsonl,output/prediction_research/sentiment_r5b_locked_tests/legacy_hard_case_test.jsonl,26,117
active_train,r5b_hard_case_diagnostic,1891,1822,1.0,normalized_title,negative,negative,,legacy_hard_case,storage/app/sentiment_finetune/train.jsonl,output/prediction_research/sentiment_r5b_locked_tests/legacy_hard_case_test.jsonl,30,67
active_train,r5b_hard_case_diagnostic,1891,1822,1.0,normalized_text,negative,negative,,legacy_hard_case,storage/app/sentiment_finetune/train.jsonl,output/prediction_research/sentiment_r5b_locked_tests/legacy_hard_case_test.jsonl,30,67
active_train,r5b_hard_case_diagnostic,1699,1699,1.0,article_id,neutral,neutral,,legacy_hard_case,storage/app/sentiment_finetune/train.jsonl,output/prediction_research/sentiment_r5b_locked_tests/legacy_hard_case_test.jsonl,35,85
active_train,r5b_hard_case_diagnostic,1699,1699,1.0,normalized_title,neutral,neutral,,legacy_hard_case,storage/app/sentiment_finetune/train.jsonl,output/prediction_research/sentiment_r5b_locked_tests/legacy_hard_case_test.jsonl,35,85
active_train,r5b_hard_case_diagnostic,1699,1699,1.0,normalized_text,neutral,neutral,,legacy_hard_case,storage/app/sentiment_finetune/train.jsonl,output/prediction_research/sentiment_r5b_locked_tests/legacy_hard_case_test.jsonl,35,85
active_train,r5b_hard_case_diagnostic,1444,1444,1.0,article_id,neutral,neutral,,legacy_hard_case,storage/app/sentiment_finetune/train.jsonl,output/prediction_research/sentiment_r5b_locked_tests/legacy_hard_case_test.jsonl,37,129
active_train,r5b_hard_case_diagnostic,1444,1444,1.0,normalized_title,neutral,neutral,,legacy_hard_case,storage/app/sentiment_finetune/train.jsonl,output/prediction_research/sentiment_r5b_locked_tests/legacy_hard_case_test.jsonl,37,129
active_train,r5b_hard_case_diagnostic,1444,1444,1.0,normalized_text,neutral,neutral,,legacy_hard_case,storage/app/sentiment_finetune/train.jsonl,output/prediction_research/sentiment_r5b_locked_tests/legacy_hard_case_test.jsonl,37,129
active_train,r5b_hard_case_diagnostic,890,890,1.0,article_id,neutral,neutral,,legacy_hard_case,storage/app/sentiment_finetune/train.jsonl,output/prediction_research/sentiment_r5b_locked_tests/legacy_hard_case_test.jsonl,40,22
active_train,r5b_hard_case_diagnostic,890,890,1.0,normalized_title,neutral,neutral,,legacy_hard_case,storage/app/sentiment_finetune/train.jsonl,output/prediction_research/sentiment_r5b_locked_tests/legacy_hard_case_test.jsonl,40,22
active_train,r5b_hard_case_diagnostic,890,890,1.0,normalized_text,neutral,neutral,,legacy_hard_case,storage/app/sentiment_finetune/train.jsonl,output/prediction_research/sentiment_r5b_locked_tests/legacy_hard_case_test.jsonl,40,22
active_train,r5b_hard_case_diagnostic,514,514,1.0,article_id,neutral,neutral,,legacy_hard_case,storage/app/sentiment_finetune/train.jsonl,output/prediction_research/sentiment_r5b_locked_tests/legacy_hard_case_test.jsonl,48,83
active_train,r5b_hard_case_diagnostic,514,514,1.0,normalized_title,neutral,neutral,,legacy_hard_case,storage/app/sentiment_finetune/train.jsonl,output/prediction_research/sentiment_r5b_locked_tests/legacy_hard_case_test.jsonl,48,83
active_train,r5b_hard_case_diagnostic,514,514,1.0,normalized_text,neutral,neutral,,legacy_hard_case,storage/app/sentiment_finetune/train.jsonl,output/prediction_research/sentiment_r5b_locked_tests/legacy_hard_case_test.jsonl,48,83
active_train,r5b_hard_case_diagnostic,1548,1548,1.0,article_id,positive,positive,,legacy_hard_case,storage/app/sentiment_finetune/train.jsonl,output/prediction_research/sentiment_r5b_locked_tests/legacy_hard_case_test.jsonl,61,118
active_train,r5b_hard_case_diagnostic,1548,1548,1.0,normalized_title,positive,positive,,legacy_hard_case,storage/app/sentiment_finetune/train.jsonl,output/prediction_research/sentiment_r5b_locked_tests/legacy_hard_case_test.jsonl,61,118
active_train,r5b_hard_case_diagnostic,1548,1548,1.0,normalized_text,positive,positive,,legacy_hard_case,storage/app/sentiment_finetune/train.jsonl,output/prediction_research/sentiment_r5b_locked_tests/legacy_hard_case_test.jsonl,61,118
active_train,r5b_hard_case_diagnostic,1762,1762,1.0,article_id,neutral,neutral,,legacy_hard_case,storage/app/sentiment_finetune/train.jsonl,output/prediction_research/sentiment_r5b_locked_tests/legacy_hard_case_test.jsonl,69,9
active_train,r5b_hard_case_diagnostic,1762,1762,1.0,normalized_title,neutral,neutral,,legacy_hard_case,storage/app/sentiment_finetune/train.jsonl,output/prediction_research/sentiment_r5b_locked_tests/legacy_hard_case_test.jsonl,69,9
active_train,r5b_hard_case_diagnostic,1762,1762,1.0,normalized_text,neutral,neutral,,legacy_hard_case,storage/app/sentiment_finetune/train.jsonl,output/prediction_research/sentiment_r5b_locked_tests/legacy_hard_case_test.jsonl,69,9
active_train,r5b_hard_case_diagnostic,909,909,1.0,article_id,negative,negative,,legacy_hard_case,storage/app/sentiment_finetune/train.jsonl,output/prediction_research/sentiment_r5b_locked_tests/legacy_hard_case_test.jsonl,74,142
active_train,r5b_hard_case_diagnostic,909,909,1.0,normalized_title,negative,negative,,legacy_hard_case,storage/app/sentiment_finetune/train.jsonl,output/prediction_research/sentiment_r5b_locked_tests/legacy_hard_case_test.jsonl,74,142
active_train,r5b_hard_case_diagnostic,909,909,1.0,normalized_text,negative,negative,,legacy_hard_case,storage/app/sentiment_finetune/train.jsonl,output/prediction_research/sentiment_r5b_locked_tests/legacy_hard_case_test.jsonl,74,142
active_train,r5b_hard_case_diagnostic,1618,1618,1.0,article_id,negative,negative,,legacy_hard_case,storage/app/sentiment_finetune/train.jsonl,output/prediction_research/sentiment_r5b_locked_tests/legacy_hard_case_test.jsonl,77,151
active_train,r5b_hard_case_diagnostic,1618,1618,1.0,normalized_title,negative,negative,,legacy_hard_case,storage/app/sentiment_finetune/train.jsonl,output/prediction_research/sentiment_r5b_locked_tests/legacy_hard_case_test.jsonl,77,151
active_train,r5b_hard_case_diagnostic,1618,1618,1.0,normalized_text,negative,negative,,legacy_hard_case,storage/app/sentiment_finetune/train.jsonl,output/prediction_research/sentiment_r5b_locked_tests/legacy_hard_case_test.jsonl,77,151
active_train,r5b_hard_case_diagnostic,856,856,1.0,article_id,positive,positive,,legacy_hard_case,storage/app/sentiment_finetune/train.jsonl,output/prediction_research/sentiment_r5b_locked_tests/legacy_hard_case_test.jsonl,78,3
active_train,r5b_hard_case_diagnostic,856,856,1.0,normalized_title,positive,positive,,legacy_hard_case,storage/app/sentiment_finetune/train.jsonl,output/prediction_research/sentiment_r5b_locked_tests/legacy_hard_case_test.jsonl,78,3
active_train,r5b_hard_case_diagnostic,856,856,1.0,normalized_text,positive,positive,,legacy_hard_case,storage/app/sentiment_finetune/train.jsonl,output/prediction_research/sentiment_r5b_locked_tests/legacy_hard_case_test.jsonl,78,3
active_train,r5b_hard_case_diagnostic,458,458,1.0,article_id,positive,positive,,legacy_hard_case,storage/app/sentiment_finetune/train.jsonl,output/prediction_research/sentiment_r5b_locked_tests/legacy_hard_case_test.jsonl,79,50
active_train,r5b_hard_case_diagnostic,458,458,1.0,normalized_title,positive,positive,,legacy_hard_case,storage/app/sentiment_finetune/train.jsonl,output/prediction_research/sentiment_r5b_locked_tests/legacy_hard_case_test.jsonl,79,50
active_train,r5b_hard_case_diagnostic,458,458,1.0,normalized_text,positive,positive,,legacy_hard_case,storage/app/sentiment_finetune/train.jsonl,output/prediction_research/sentiment_r5b_locked_tests/legacy_hard_case_test.jsonl,79,50
active_train,r5b_hard_case_diagnostic,446,446,1.0,article_id,neutral,neutral,,legacy_hard_case,storage/app/sentiment_finetune/train.jsonl,output/prediction_research/sentiment_r5b_locked_tests/legacy_hard_case_test.jsonl,80,64
active_train,r5b_hard_case_diagnostic,446,446,1.0,normalized_title,neutral,neutral,,legacy_hard_case,storage/app/sentiment_finetune/train.jsonl,output/prediction_research/sentiment_r5b_locked_tests/legacy_hard_case_test.jsonl,80,64
active_train,r5b_hard_case_diagnostic,446,446,1.0,normalized_text,neutral,neutral,,legacy_hard_case,storage/app/sentiment_finetune/train.jsonl,output/prediction_research/sentiment_r5b_locked_tests/legacy_hard_case_test.jsonl,80,64
active_train,r5b_hard_case_diagnostic,198,198,1.0,article_id,neutral,neutral,,legacy_hard_case,storage/app/sentiment_finetune/train.jsonl,output/prediction_research/sentiment_r5b_locked_tests/legacy_hard_case_test.jsonl,90,47
active_train,r5b_hard_case_diagnostic,198,198,1.0,normalized_title,neutral,neutral,,legacy_hard_case,storage/app/sentiment_finetune/train.jsonl,output/prediction_research/sentiment_r5b_locked_tests/legacy_hard_case_test.jsonl,90,47
active_train,r5b_hard_case_diagnostic,198,198,1.0,normalized_text,neutral,neutral,,legacy_hard_case,storage/app/sentiment_finetune/train.jsonl,output/prediction_research/sentiment_r5b_locked_tests/legacy_hard_case_test.jsonl,90,47
active_train,r5b_hard_case_diagnostic,1779,1779,1.0,article_id,neutral,neutral,,legacy_hard_case,storage/app/sentiment_finetune/train.jsonl,output/prediction_research/sentiment_r5b_locked_tests/legacy_hard_case_test.jsonl,92,77
active_train,r5b_hard_case_diagnostic,1779,1779,1.0,normalized_title,neutral,neutral,,legacy_hard_case,storage/app/sentiment_finetune/train.jsonl,output/prediction_research/sentiment_r5b_locked_tests/legacy_hard_case_test.jsonl,92,77
active_train,r5b_hard_case_diagnostic,1779,1779,1.0,normalized_text,neutral,neutral,,legacy_hard_case,storage/app/sentiment_finetune/train.jsonl,output/prediction_research/sentiment_r5b_locked_tests/legacy_hard_case_test.jsonl,92,77
active_train,r5b_hard_case_diagnostic,1273,1273,1.0,article_id,neutral,neutral,,legacy_hard_case,storage/app/sentiment_finetune/train.jsonl,output/prediction_research/sentiment_r5b_locked_tests/legacy_hard_case_test.jsonl,95,36
active_train,r5b_hard_case_diagnostic,1273,1273,1.0,normalized_title,neutral,neutral,,legacy_hard_case,storage/app/sentiment_finetune/train.jsonl,output/prediction_research/sentiment_r5b_locked_tests/legacy_hard_case_test.jsonl,95,36
active_train,r5b_hard_case_diagnostic,1273,1273,1.0,normalized_text,neutral,neutral,,legacy_hard_case,storage/app/sentiment_finetune/train.jsonl,output/prediction_research/sentiment_r5b_locked_tests/legacy_hard_case_test.jsonl,95,36
active_train,r5b_hard_case_diagnostic,150,150,1.0,article_id,neutral,neutral,,legacy_hard_case,storage/app/sentiment_finetune/train.jsonl,output/prediction_research/sentiment_r5b_locked_tests/legacy_hard_case_test.jsonl,107,40
active_train,r5b_hard_case_diagnostic,150,150,1.0,normalized_title,neutral,neutral,,legacy_hard_case,storage/app/sentiment_finetune/train.jsonl,output/prediction_research/sentiment_r5b_locked_tests/legacy_hard_case_test.jsonl,107,40
active_train,r5b_hard_case_diagnostic,150,150,1.0,normalized_text,neutral,neutral,,legacy_hard_case,storage/app/sentiment_finetune/train.jsonl,output/prediction_research/sentiment_r5b_locked_tests/legacy_hard_case_test.jsonl,107,40
active_train,r5b_hard_case_diagnostic,999,999,1.0,article_id,neutral,neutral,,legacy_hard_case,storage/app/sentiment_finetune/train.jsonl,output/prediction_research/sentiment_r5b_locked_tests/legacy_hard_case_test.jsonl,110,20
active_train,r5b_hard_case_diagnostic,999,999,1.0,normalized_title,neutral,neutral,,legacy_hard_case,storage/app/sentiment_finetune/train.jsonl,output/prediction_research/sentiment_r5b_locked_tests/legacy_hard_case_test.jsonl,110,20
active_train,r5b_hard_case_diagnostic,999,999,1.0,normalized_text,neutral,neutral,,legacy_hard_case,storage/app/sentiment_finetune/train.jsonl,output/prediction_research/sentiment_r5b_locked_tests/legacy_hard_case_test.jsonl,110,20
active_train,r5b_hard_case_diagnostic,1445,1445,1.0,article_id,positive,positive,,legacy_hard_case,storage/app/sentiment_finetune/train.jsonl,output/prediction_research/sentiment_r5b_locked_tests/legacy_hard_case_test.jsonl,116,116
active_train,r5b_hard_case_diagnostic,1445,1445,1.0,normalized_title,positive,positive,,legacy_hard_case,storage/app/sentiment_finetune/train.jsonl,output/prediction_research/sentiment_r5b_locked_tests/legacy_hard_case_test.jsonl,116,116
active_train,r5b_hard_case_diagnostic,1445,1445,1.0,normalized_text,positive,positive,,legacy_hard_case,storage/app/sentiment_finetune/train.jsonl,output/prediction_research/sentiment_r5b_locked_tests/legacy_hard_case_test.jsonl,116,116
active_train,r5b_hard_case_diagnostic,1325,1325,1.0,article_id,neutral,neutral,,legacy_hard_case,storage/app/sentiment_finetune/train.jsonl,output/prediction_research/sentiment_r5b_locked_tests/legacy_hard_case_test.jsonl,123,10
active_train,r5b_hard_case_diagnostic,1325,1325,1.0,normalized_title,neutral,neutral,,legacy_hard_case,storage/app/sentiment_finetune/train.jsonl,output/prediction_research/sentiment_r5b_locked_tests/legacy_hard_case_test.jsonl,123,10
active_train,r5b_hard_case_diagnostic,1325,1325,1.0,normalized_text,neutral,neutral,,legacy_hard_case,storage/app/sentiment_finetune/train.jsonl,output/prediction_research/sentiment_r5b_locked_tests/legacy_hard_case_test.jsonl,123,10
active_train,r5b_hard_case_diagnostic,1036,1036,1.0,article_id,negative,negative,,legacy_hard_case,storage/app/sentiment_finetune/train.jsonl,output/prediction_research/sentiment_r5b_locked_tests/legacy_hard_case_test.jsonl,125,115
active_train,r5b_hard_case_diagnostic,1036,1036,1.0,normalized_title,negative,negative,,legacy_hard_case,storage/app/sentiment_finetune/train.jsonl,output/prediction_research/sentiment_r5b_locked_tests/legacy_hard_case_test.jsonl,125,115
active_train,r5b_hard_case_diagnostic,1036,1036,1.0,normalized_text,negative,negative,,legacy_hard_case,storage/app/sentiment_finetune/train.jsonl,output/prediction_research/sentiment_r5b_locked_tests/legacy_hard_case_test.jsonl,125,115
active_train,r5b_hard_case_diagnostic,71,71,1.0,article_id,neutral,neutral,,legacy_hard_case,storage/app/sentiment_finetune/train.jsonl,output/prediction_research/sentiment_r5b_locked_tests/legacy_hard_case_test.jsonl,138,2
active_train,r5b_hard_case_diagnostic,71,71,1.0,normalized_title,neutral,neutral,,legacy_hard_case,storage/app/sentiment_finetune/train.jsonl,output/prediction_research/sentiment_r5b_locked_tests/legacy_hard_case_test.jsonl,138,2
active_train,r5b_hard_case_diagnostic,71,71,1.0,normalized_text,neutral,neutral,,legacy_hard_case,storage/app/sentiment_finetune/train.jsonl,output/prediction_research/sentiment_r5b_locked_tests/legacy_hard_case_test.jsonl,138,2
active_train,r5b_hard_case_diagnostic,734,734,1.0,article_id,neutral,neutral,,legacy_hard_case,storage/app/sentiment_finetune/train.jsonl,output/prediction_research/sentiment_r5b_locked_tests/legacy_hard_case_test.jsonl,145,105
active_train,r5b_hard_case_diagnostic,734,734,1.0,normalized_title,neutral,neutral,,legacy_hard_case,storage/app/sentiment_finetune/train.jsonl,output/prediction_research/sentiment_r5b_locked_tests/legacy_hard_case_test.jsonl,145,105
active_train,r5b_hard_case_diagnostic,734,734,1.0,normalized_text,neutral,neutral,,legacy_hard_case,storage/app/sentiment_finetune/train.jsonl,output/prediction_research/sentiment_r5b_locked_tests/legacy_hard_case_test.jsonl,145,105
active_train,r5b_hard_case_diagnostic,1722,1722,1.0,article_id,neutral,neutral,,legacy_hard_case,storage/app/sentiment_finetune/train.jsonl,output/prediction_research/sentiment_r5b_locked_tests/legacy_hard_case_test.jsonl,160,99
active_train,r5b_hard_case_diagnostic,1722,1722,1.0,normalized_title,neutral,neutral,,legacy_hard_case,storage/app/sentiment_finetune/train.jsonl,output/prediction_research/sentiment_r5b_locked_tests/legacy_hard_case_test.jsonl,160,99
active_train,r5b_hard_case_diagnostic,1722,1722,1.0,normalized_text,neutral,neutral,,legacy_hard_case,storage/app/sentiment_finetune/train.jsonl,output/prediction_research/sentiment_r5b_locked_tests/legacy_hard_case_test.jsonl,160,99
active_train,r5b_hard_case_diagnostic,208,208,1.0,article_id,neutral,neutral,,legacy_hard_case,storage/app/sentiment_finetune/train.jsonl,output/prediction_research/sentiment_r5b_locked_tests/legacy_hard_case_test.jsonl,161,35
active_train,r5b_hard_case_diagnostic,208,208,1.0,normalized_title,neutral,neutral,,legacy_hard_case,storage/app/sentiment_finetune/train.jsonl,output/prediction_research/sentiment_r5b_locked_tests/legacy_hard_case_test.jsonl,161,35
active_train,r5b_hard_case_diagnostic,208,208,1.0,normalized_text,neutral,neutral,,legacy_hard_case,storage/app/sentiment_finetune/train.jsonl,output/prediction_research/sentiment_r5b_locked_tests/legacy_hard_case_test.jsonl,161,35
active_train,r5b_hard_case_diagnostic,1679,1679,1.0,article_id,positive,positive,,legacy_hard_case,storage/app/sentiment_finetune/train.jsonl,output/prediction_research/sentiment_r5b_locked_tests/legacy_hard_case_test.jsonl,164,124
active_train,r5b_hard_case_diagnostic,1679,1679,1.0,normalized_title,positive,positive,,legacy_hard_case,storage/app/sentiment_finetune/train.jsonl,output/prediction_research/sentiment_r5b_locked_tests/legacy_hard_case_test.jsonl,164,124
active_train,r5b_hard_case_diagnostic,1679,1679,1.0,normalized_text,positive,positive,,legacy_hard_case,storage/app/sentiment_finetune/train.jsonl,output/prediction_research/sentiment_r5b_locked_tests/legacy_hard_case_test.jsonl,164,124
active_train,r5b_hard_case_diagnostic,587,587,1.0,article_id,positive,positive,,legacy_hard_case,storage/app/sentiment_finetune/train.jsonl,output/prediction_research/sentiment_r5b_locked_tests/legacy_hard_case_test.jsonl,170,84
active_train,r5b_hard_case_diagnostic,587,587,1.0,normalized_title,positive,positive,,legacy_hard_case,storage/app/sentiment_finetune/train.jsonl,output/prediction_research/sentiment_r5b_locked_tests/legacy_hard_case_test.jsonl,170,84
active_train,r5b_hard_case_diagnostic,587,587,1.0,normalized_text,positive,positive,,legacy_hard_case,storage/app/sentiment_finetune/train.jsonl,output/prediction_research/sentiment_r5b_locked_tests/legacy_hard_case_test.jsonl,170,84
active_train,r5b_hard_case_diagnostic,705,705,1.0,article_id,positive,positive,,legacy_hard_case,storage/app/sentiment_finetune/train.jsonl,output/prediction_research/sentiment_r5b_locked_tests/legacy_hard_case_test.jsonl,176,21
