candidate_id,dataset_version,split,article_id,manual_label_id,label,group_id,sample_method,source,publication_timestamp,target_entity,exact_text_sha256,historical_exposure_status,conflict_status
candidate-b,sentiment-eval-candidate-v1,train,77,1055,neutral,class_97ffe2e9cc7f6c91,representative_random,ojk_rss,2026-01-23 00:00:00,,6e1e4325035c645fd20fcb131b126a1ef2266c34a1db613a670bcb2af0189f65,no_known_test_exposure,none
candidate-b,sentiment-eval-candidate-v1,train,78,1615,neutral,class_58d2de13f1e7a8d2,representative_random,ojk_rss,2026-01-20 00:00:00,,65b1c052155068afeb4c3b02ffae07fc890115ad1901ccfc8c93f7d0620d46a6,no_known_test_exposure,none
candidate-b,sentiment-eval-candidate-v1,train,79,1317,neutral,class_1418d7be09484f03,representative_random,ojk_rss,2026-01-13 00:00:00,,dffae1c27de6c1cd7c35611c98622c4f41f5a645050c66f86cc38e7e8819f334,no_known_test_exposure,none
candidate-b,sentiment-eval-candidate-v1,train,80,1512,neutral,class_dbe671ffb96e70be,representative_random,ojk_rss,2026-01-08 00:00:00,,6ea193f5bb405466a4f5a7c60fb998facae6e43c39f646318b537a6429044f8a,no_known_test_exposure,none
candidate-b,sentiment-eval-candidate-v1,train,81,535,neutral,class_0fdedf7a034455f1,legacy_hard_case,rss_local,2026-04-16 09:10:00,ASII,3e31c48842a9238f952a63ed88abc027abdf297431fd45cc6765e057646886f2,no_known_test_exposure,none
candidate-b,sentiment-eval-candidate-v1,train,82,1783,neutral,class_7bf7da13e59c1a0c,representative_random,newsapi,2026-04-05 10:42:00,ASII,249d55c99c1aac58b1628f814eb1d3142ffd88f7ca0c2d4266e6778c71eef7ab,no_known_test_exposure,none
candidate-b,sentiment-eval-candidate-v1,train,84,716,neutral,class_d576ca3e7f6d3111,legacy_hard_case,newsapi,2026-04-18 11:27:00,ASII,813629c19a638616a8cf09342f4fdcef0f2aad3610175f27e647d9b3c0396cf8,active_test_148,none
candidate-b,sentiment-eval-candidate-v1,train,85,1289,neutral,class_21c9a1bc89f9fb2a,representative_random,newsapi,2026-04-03 03:48:15,,4e03f72ebfe43a870c60728e4f56ba162b8df072f19c290fdc7081eef3005cb1,no_known_test_exposure,none
candidate-b,sentiment-eval-candidate-v1,train,86,506,neutral,class_328dc517243b63a0,legacy_hard_case,rss_local,2026-04-17 21:40:09,,eab4a3dd687005798e130f93955bb74126ee2dce38e08317d150f5e0daaadb20,active_test_148,none
candidate-b,sentiment-eval-candidate-v1,train,87,1063,positive,class_8247f729663951df,representative_random,rss_local,2026-04-07 08:56:26,ADRO,8541799e5288b47ded5ac90962065bf5dc0e3419d0f2aa98f22c044a7cccac03,no_known_test_exposure,none
candidate-b,sentiment-eval-candidate-v1,train,88,1551,neutral,class_c02170d560852fd4,representative_random,rss_local,2026-04-15 17:14:16,ADRO,dd247ce1fd4127298059db22f3b0a86f21814eb86d1bc8705e99e2ef3a92821c,no_known_test_exposure,none
candidate-b,sentiment-eval-candidate-v1,train,89,138,negative,class_a06763119b9aa51a,legacy_hard_case,rss_local,2026-04-16 08:27:01,ADRO,6aebbb279467cc114377f794ee71ed2a5999850ab7f792fd4339178f777c3ac3,no_known_test_exposure,none
candidate-b,sentiment-eval-candidate-v1,train,90,105,neutral,class_ccaaa8476a6e1518,legacy_hard_case,newsapi,2026-04-14 07:33:42,ADRO,23b65668ac185fb57a83ff555942d7ff14f58d22319618ba0173df03cb1d3a28,active_test_148,none
candidate-b,sentiment-eval-candidate-v1,train,91,321,neutral,class_a147d7aa0dfd0804,legacy_hard_case,newsapi,2026-04-14 07:33:38,ADRO,c8594018f4aec153aa688e9dd24ffbcc9adccb6006f5d9ce961fa4a65b2d5fa1,no_known_test_exposure,none
candidate-b,sentiment-eval-candidate-v1,train,92,1527,neutral,class_6825077e92f4fc17,representative_random,unknown,2026-04-09 09:00:00,BUMI,472467f7d0e8daad8db83c98fd523a527213b63b328ff5101d9e58ddc92db69c,no_known_test_exposure,none
candidate-b,sentiment-eval-candidate-v1,train,93,772,positive,class_47119af501bc00b8,legacy_hard_case,unknown,2026-04-08 09:00:00,DEWA,f3bea9c633945dddcd82be0976de63fb27374532e8f700a5d58b90cf8bfcbb9e,multiple_previous_test_sets,none
candidate-b,sentiment-eval-candidate-v1,train,94,1559,neutral,class_8dcf32abdafc67c1,representative_random,rss_local,2026-04-16 07:10:00,,041286a7c4ffb7f6c3a04983abb496859fd488281dfbed5833ef4c3437054790,no_known_test_exposure,none
candidate-b,sentiment-eval-candidate-v1,train,97,160,neutral,class_b36c436d130f9147,legacy_hard_case,rss_local,2026-04-16 20:00:46,,e59993e0726cb9e046ec9bcbf6f0096f45355546a1f19ded2e8f18a72317d837,multiple_previous_test_sets,none
candidate-b,sentiment-eval-candidate-v1,train,98,1731,neutral,class_b923f3b1f938f011,representative_random,gnews,2026-04-13 04:19:38,,46c3ac2755f8c8d237b879a79e115cc979181624eba9bfd66278b82329c20145,no_known_test_exposure,none
candidate-b,sentiment-eval-candidate-v1,train,99,649,neutral,class_e5e6cc8cffa9b43a,legacy_hard_case,gnews,2026-04-15 09:00:34,,e2dedadbfed5068cac13468156229128733d2051aae765730631fb637dd5eafe,no_known_test_exposure,none
candidate-b,sentiment-eval-candidate-v1,train,100,1012,neutral,class_62359a509e8fd588,representative_random,rss_local,2026-04-20 17:20:00,,bfd8f70d737d37e09c03fcb162c385ab13be7844a6108f5bf781b81dbffd5d99,no_known_test_exposure,none
candidate-b,sentiment-eval-candidate-v1,train,102,1046,neutral,class_53d0628c7bb88783,representative_random,rss_local,2026-04-20 15:10:00,,7ee2434fce8eabff2d7105a7861fe6ec21469175602e3f53f1ddf76e45512748,no_known_test_exposure,none
candidate-b,sentiment-eval-candidate-v1,train,103,477,neutral,class_451afa60116c609a,legacy_hard_case,google_news_rss,2026-04-17 01:00:00,ICBP,d327c722d87249596757c5f370e85c7f408b7d9a7e8c00d33e8e14d3e66c2130,active_test_148,none
candidate-b,sentiment-eval-candidate-v1,train,105,1444,neutral,class_5d0add96d6d4a194,representative_random,google_news_rss,2026-04-17 22:01:49,UNVR,2f95e4e1fb8c98e60c6a3cd1cd7e32af5942d34fe29536fb306806fe3c7ec6f6,no_known_test_exposure,none
candidate-b,sentiment-eval-candidate-v1,train,106,176,neutral,class_e5a990983a21e136,legacy_hard_case,google_news_rss,2026-04-03 15:49:44,UNVR,7784021d97ad345e562c84311f15ae2bd88f10e91bcf42b543794a2fd6009307,no_known_test_exposure,none
candidate-b,sentiment-eval-candidate-v1,train,107,184,neutral,class_451afa60116c609a,legacy_hard_case,google_news_rss,2026-04-17 07:00:00,ICBP,d327c722d87249596757c5f370e85c7f408b7d9a7e8c00d33e8e14d3e66c2130,r5b_153,none
candidate-b,sentiment-eval-candidate-v1,train,108,692,neutral,class_909085877d36feaa,legacy_hard_case,google_news_rss,2026-04-13 07:00:00,ICBP,760871a3641932d708ee7ceaa1fd8b95ddae010ff2e9641183bdb290a7dad6a7,no_known_test_exposure,none
candidate-b,sentiment-eval-candidate-v1,train,110,1636,neutral,class_587f3d22add3cb4b,representative_random,google_news_rss,2026-04-20 22:16:07,BUMI,d111af5744e14f691fdf4ba7584fe0b72c2fd82bd2b8803b9e2b297693ec8faf,no_known_test_exposure,none
candidate-b,sentiment-eval-candidate-v1,train,111,1214,positive,class_bb0048a337d971d7,representative_random,google_news_rss,2026-04-20 07:14:20,BUMI,071967d328d405ef09af0f833ce09ce1f2ab2fdfca07375202068733299a2b7a,no_known_test_exposure,none
candidate-b,sentiment-eval-candidate-v1,train,114,743,neutral,class_d1d5458adecda892,legacy_hard_case,business_site_search,2026-05-01 00:00:00,UNVR,40d85ea083e39a18c414800b0236f907c01abf36f05414f326c2af797624b527,active_test_148,none
candidate-b,sentiment-eval-candidate-v1,train,115,1419,neutral,class_678fdbfddbb2aa31,representative_random,business_site_search,2024-08-09 11:14:00,UNVR,d859e236e3abf2aefae282b8c2bbe3d6e7bc85b800d8e9346afd67267ab67864,no_known_test_exposure,none
candidate-b,sentiment-eval-candidate-v1,train,116,1517,neutral,class_265a4c5d1c709263,representative_random,business_site_search,2026-06-02 14:49:35,UNVR,2e1b99ec252bc5bdcc8fb32bff782205a6e63bdbca3316f4562b917d9b002210,no_known_test_exposure,none
candidate-b,sentiment-eval-candidate-v1,train,117,1640,neutral,class_a79eda1090d1d907,representative_random,business_site_search,2026-07-22 11:26:43,UNVR,050edbadac3b7ee5489eebbb3e15bf233b23b898dc05876eca2fa33968c16ada,no_known_test_exposure,none
candidate-b,sentiment-eval-candidate-v1,train,119,1839,neutral,class_5fc0346dbc858350,representative_random,google_news_rss,2026-04-20 03:31:32,ICBP,8480898c01e73cfa3732b8141920586a770a69515c600be82f68939d932ae42c,no_known_test_exposure,none
candidate-b,sentiment-eval-candidate-v1,train,121,206,positive,class_6c106da63ee2f8f0,legacy_hard_case,business_site_search,2026-04-21 08:17:11,ICBP,4131425eab230d068b5e3bc93853160f13702d5943cf554e65a9fed37ab9a6fc,no_known_test_exposure,none
candidate-b,sentiment-eval-candidate-v1,train,122,1672,neutral,class_3bc1ab8927a72b25,representative_random,business_site_search,2026-04-21 08:17:45,BUMI,c5545f6e73aa98201c36b981bb8ad3aa63ed9014bd0a853d53602ac005183d3f,no_known_test_exposure,none
candidate-b,sentiment-eval-candidate-v1,train,124,449,positive,class_f675383faa81d61d,legacy_hard_case,business_site_search,2026-03-30 15:18:00,BUMI,f74557539b1b636e912b68e7bf8d211d9025134eb9b1510c62a2e556ebeb96ba,multiple_previous_test_sets,none
candidate-b,sentiment-eval-candidate-v1,train,125,64,negative,class_757b655a55f00278,legacy_hard_case,google_news_rss,2026-04-21 03:45:00,UNVR,43672e03316152e1cff8221ff2d2c3fca5d469d08dba8bc97edf0aa918e2d7fc,no_known_test_exposure,none
candidate-b,sentiment-eval-candidate-v1,train,126,1421,positive,class_ad715218859f578f,representative_random,google_news_rss,2026-04-20 06:55:17,BUMI,5b4d747a025d11d18e42481319df2fe9b27d487aa938a3d1e6d636f2f4688b9a,no_known_test_exposure,none
candidate-b,sentiment-eval-candidate-v1,train,127,1069,neutral,class_c9d6e538cf93d036,representative_random,business_site_search,2026-07-22 14:40:07,BUMI,636b4bd052fc791f3397e2df47ea0edce9e606277de697b2f49938ec78cdbf8d,no_known_test_exposure,none
candidate-b,sentiment-eval-candidate-v1,train,128,585,positive,class_0b28441c72c752cb,legacy_hard_case,business_site_search,2025-05-23 13:13:00,BUMI,0b715fc5db8a033f402fdb538afe37f6fbf64cef55105ef574d3eb7bb80ef54c,no_known_test_exposure,none
candidate-b,sentiment-eval-candidate-v1,train,129,815,positive,class_3d438643da2834fd,legacy_hard_case,business_site_search,2025-06-18 10:25:00,BUMI,afbf03a8d4615601469678df0c738fff2ae5934580895895240e7fafd22cf3c5,active_test_148,none
candidate-b,sentiment-eval-candidate-v1,train,130,553,neutral,class_0f436e11e07720a5,legacy_hard_case,google_news_rss,2026-04-21 08:11:00,BBCA,f92f08f99e5b44d24ee1aada09f6b819051e3bcc5977f659e18e12420c381592,no_known_test_exposure,none
candidate-b,sentiment-eval-candidate-v1,train,131,1879,positive,class_f1f97cf4a79f2fa0,representative_random,business_site_search,2026-07-21 11:15:11,BBCA,67e7e8ab0d672695306c0f4d82430bfeae818c4f75dea887377c4da4e0844de3,no_known_test_exposure,none
candidate-b,sentiment-eval-candidate-v1,train,132,1742,neutral,class_f0e93a047e61589a,representative_random,business_site_search,2026-07-21 11:15:11,BBCA,d07f331e3b4637f1fea09ec9dc9709698886b44c509d3acec56be20e619f56b9,no_known_test_exposure,none
candidate-b,sentiment-eval-candidate-v1,train,133,140,positive,class_e149618614d52ec7,legacy_hard_case,rss_local,2026-04-20 13:53:04,BBCA,a00cc842c3a7a11461b7f760e11b47f43425e66769f8aa2533665f0a316672e0,no_known_test_exposure,none
candidate-b,sentiment-eval-candidate-v1,train,134,198,negative,class_b4e5998f469792cf,legacy_hard_case,rss_local,2026-04-20 07:20:08,BBCA,8a851b796ac9982d794df7ea2a2b03d14a4ccff9cbc437ae3e483f8982e7d8e5,no_known_test_exposure,none
candidate-b,sentiment-eval-candidate-v1,train,136,96,positive,class_76d02ef033be7532,legacy_hard_case,google_news_rss,2026-04-21 08:13:14,BMRI,09b94e1f70dda1c9fdc7583db719cc647963b5b7e0163ead9b825f1bf4830b9c,active_test_148,none
candidate-b,sentiment-eval-candidate-v1,train,140,1863,neutral,class_a7f0233401fcc961,representative_random,google_news_rss,2026-04-21 07:16:00,BMRI,7a093704594a94a5ed738b3a5f7e01ca50939d482552f31aba13d543ba1c6b4d,no_known_test_exposure,none
candidate-b,sentiment-eval-candidate-v1,train,143,448,positive,class_8d7e2acbcbff097d,legacy_hard_case,business_site_search,2026-04-21 13:28:20,BMRI,6d17fc398e28fb1b16f5c40df9b159870141498d1928683bf089bc0f99b2d6a8,no_known_test_exposure,none
candidate-b,sentiment-eval-candidate-v1,train,144,429,positive,class_0fd8c1a72babf30a,legacy_hard_case,business_site_search,2026-04-21 08:52:54,BMRI,f977dc4de04a37769e3c5c67f7ca8690721583ac4c524d6c5e21f17a04d4f8a5,no_known_test_exposure,none
candidate-b,sentiment-eval-candidate-v1,train,145,813,positive,class_2f1e73e59c6aa7fb,legacy_hard_case,rss_local,2026-04-21 15:23:34,BMRI,77fe5c700a8285198a57da7200f687efd82a47cc00f4ea5c1ed398c87d1c2afb,no_known_test_exposure,none
candidate-b,sentiment-eval-candidate-v1,train,146,709,positive,class_c4cc9eeb8aebd2ed,legacy_hard_case,rss_local,2026-04-21 15:13:36,BMRI,588994851af46de55961843afd686c3c9a712c6f5c9d161674d23b6c8181eac5,r5b_153,none
candidate-b,sentiment-eval-candidate-v1,train,149,78,positive,class_86a47af17fcfded9,legacy_hard_case,google_news_rss,2026-04-08 07:00:00,GOTO,4f5dafda29645e8247bea6dafee13cd10356f78f592dd70e48b68d96f47031fc,no_known_test_exposure,none
candidate-b,sentiment-eval-candidate-v1,train,150,452,neutral,class_32722cc43d483c28,legacy_hard_case,google_news_rss,2026-04-21 03:50:15,GOTO,3fe8c9bfde5c29a66b88814102fc41779ac34167c50b250685e3d581513c14e6,r5b_153,none
candidate-b,sentiment-eval-candidate-v1,train,151,752,positive,class_678ac0bd86d22246,legacy_hard_case,google_news_rss,2026-04-20 02:13:23,GOTO,8940639a62710945c93a240fac88dab06594aeb0a9a2acbde60db6a9a2d2384f,active_test_148,none
candidate-b,sentiment-eval-candidate-v1,train,153,1756,neutral,class_9b65f378e7d7aeb9,representative_random,business_site_search,2026-04-21 08:53:23,GOTO,b16e19d0b348cc7910f3c389f05ac151179df289d562b5ab6b819611693d213e,no_known_test_exposure,none
candidate-b,sentiment-eval-candidate-v1,train,154,1582,neutral,class_0e0088ab36e55def,representative_random,business_site_search,2026-04-21 08:53:23,GOTO,ac9d24c4877a6f56a64796a598b8bc163752d608dcd1bc9d71251ed38dacb0e8,no_known_test_exposure,none
candidate-b,sentiment-eval-candidate-v1,train,155,1816,neutral,class_b29079d5050737f0,representative_random,business_site_search,2026-04-21 08:53:23,GOTO,71e60144912b9c58098155e625786443180224d6ff1710cc88ce21bcdcf94816,no_known_test_exposure,none
candidate-b,sentiment-eval-candidate-v1,train,159,556,positive,class_5d081453f7353b13,legacy_hard_case,google_news_rss,2026-04-01 07:00:00,INDF,1683c19ebac906cc0557b3158a8bc71079ddfc955e3421d4b132b09d749aedbc,no_known_test_exposure,none
candidate-b,sentiment-eval-candidate-v1,train,160,1805,neutral,class_34f2a271390e1716,representative_random,google_news_rss,2026-04-21 08:41:13,BMRI,12278940cd13c4cd1b042a227fcad37d8e75fa8effb2478ef5d9224d7cc37475,no_known_test_exposure,none
candidate-b,sentiment-eval-candidate-v1,train,161,548,positive,class_0160585df06e5c7f,legacy_hard_case,rss_local,2026-04-21 15:43:02,BMRI,bb3e5cc17b36fb9f9be8eec36f0490492ebf0094175a9b6faa2fa11b96946a88,active_test_148,none
