ticker,variant_id,candidate_id,comparison_role,entry_rule,entry_anchor_rule,quality_gate_id,exit_rule_id,exit_rule_summary,max_hold_period,stop_loss_pct,take_profit_pct,ema20_fail_exit,min_trades_threshold,profit_buffer_pct,applied_threshold,candidate_signal_count,candidate_total_trades,candidate_eligible_for_analysis,win_rate,buffered_win_rate,average_return,max_drawdown,score_quality_reward,score_trade_support_reward,score_drawdown_penalty,score_low_trade_penalty,score,exit_reason_counts,category,market_cap_group,sector,beta_group
ASII,baseline_v5_hold5_stop3_take6,baseline_v5_hold5_stop3_take6,v5_candidate,close_gt_ema20_and_bullish_candle,close_gt_ema20_and_bullish_candle,body_strength_floor,hold5_with_stop3_take6,Max hold 5 bar dengan stop loss 3 persen dan take profit 6 persen.,5,3.0,6.0,False,5,0.0,1.5,3,3,False,33.33,33.3333,-1.187,3.0,5.3658,10.5,1.35,22.0,-7.4842,"max_hold:1,stop_loss:2",automotive,,otomotif,
ASII,baseline_v5_hold5_extension,baseline_v5_hold5_extension,v5_candidate,close_gt_ema20_and_bullish_candle,close_gt_ema20_and_bullish_candle,body_strength_floor,fixed_hold_5,Perpanjang hold menjadi 5 bar untuk menangkap follow-through lebih lama.,5,0.0,0.0,False,5,0.0,1.5,3,2,False,50.0,50.0,-1.252,0.0,9.37,7.0,0.0,26.0,-9.63,max_hold:2,automotive,,otomotif,
ASII,baseline_v5_hold5_ema20_fail_exit,baseline_v5_hold5_ema20_fail_exit,v5_candidate,close_gt_ema20_and_bullish_candle,close_gt_ema20_and_bullish_candle,body_strength_floor,hold5_with_ema20_fail_exit,Max hold 5 bar tetapi keluar lebih cepat saat close jatuh di bawah EMA20.,5,0.0,0.0,True,5,0.0,1.5,3,3,False,33.33,33.3333,-3.5894,4.3307,-0.6402,10.5,1.9488,22.0,-14.089,ema20_fail:3,automotive,,otomotif,
ASII,baseline_v5_hold4_extension,baseline_v5_hold4_extension,v5_candidate,close_gt_ema20_and_bullish_candle,close_gt_ema20_and_bullish_candle,body_strength_floor,fixed_hold_4,Perpanjang hold dari 3 menjadi 4 bar tanpa exit tambahan.,4,0.0,0.0,False,5,0.0,1.5,3,2,False,0.0,0.0,-2.4715,0.0,-6.1787,7.0,0.0,26.0,-25.1788,max_hold:2,automotive,,otomotif,
BBCA,baseline_reference,baseline_v2_hold3_with_trend_guard,reference,close_gt_ema50_and_bullish_candle,close_gt_ema50_and_bullish_candle,none,fixed_hold_3,Reference baseline fixed hold 3.,3,0.0,0.0,False,5,0.0,1.5,0,0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,-34.0,,finance,,perbankan,
BBCA,baseline_v3_ema20_trend_guard,baseline_v3_ema20_trend_guard,v3_control,close_gt_ema20_and_bullish_candle,close_gt_ema20_and_bullish_candle,none,fixed_hold_3,Fast anchor control fixed hold 3.,3,0.0,0.0,False,5,0.0,1.5,1,1,False,0.0,0.0,-5.1661,0.0,-12.9153,3.5,0.0,30.0,-39.4153,max_hold:1,finance,,perbankan,
BBCA,baseline_v4_quality_gate_guard,baseline_v4_quality_gate_guard,v4_anchor_control,close_gt_ema20_and_bullish_candle,close_gt_ema20_and_bullish_candle,body_strength_floor,fixed_hold_3,Baseline v4 iterasi pertama fixed hold 3.,3,0.0,0.0,False,5,0.0,1.5,1,1,False,0.0,0.0,-5.1661,0.0,-12.9153,3.5,0.0,30.0,-39.4153,max_hold:1,finance,,perbankan,
BBCA,baseline_v5_hold4_extension,baseline_v5_hold4_extension,v5_candidate,close_gt_ema20_and_bullish_candle,close_gt_ema20_and_bullish_candle,body_strength_floor,fixed_hold_4,Perpanjang hold dari 3 menjadi 4 bar tanpa exit tambahan.,4,0.0,0.0,False,5,0.0,1.5,1,0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,-34.0,,finance,,perbankan,
BBCA,baseline_v5_hold5_extension,baseline_v5_hold5_extension,v5_candidate,close_gt_ema20_and_bullish_candle,close_gt_ema20_and_bullish_candle,body_strength_floor,fixed_hold_5,Perpanjang hold menjadi 5 bar untuk menangkap follow-through lebih lama.,5,0.0,0.0,False,5,0.0,1.5,1,0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,-34.0,,finance,,perbankan,
BBCA,baseline_v5_hold5_stop3_take6,baseline_v5_hold5_stop3_take6,v5_candidate,close_gt_ema20_and_bullish_candle,close_gt_ema20_and_bullish_candle,body_strength_floor,hold5_with_stop3_take6,Max hold 5 bar dengan stop loss 3 persen dan take profit 6 persen.,5,3.0,6.0,False,5,0.0,1.5,1,0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,-34.0,,finance,,perbankan,
BBCA,baseline_v5_hold5_ema20_fail_exit,baseline_v5_hold5_ema20_fail_exit,v5_candidate,close_gt_ema20_and_bullish_candle,close_gt_ema20_and_bullish_candle,body_strength_floor,hold5_with_ema20_fail_exit,Max hold 5 bar tetapi keluar lebih cepat saat close jatuh di bawah EMA20.,5,0.0,0.0,True,5,0.0,1.5,1,0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,-34.0,,finance,,perbankan,
BBRI,baseline_reference,baseline_v2_hold3_with_trend_guard,reference,close_gt_ema50_and_bullish_candle,close_gt_ema50_and_bullish_candle,none,fixed_hold_3,Reference baseline fixed hold 3.,3,0.0,0.0,False,5,0.0,1.5,0,0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,-34.0,,finance,,perbankan,
BBRI,baseline_v3_ema20_trend_guard,baseline_v3_ema20_trend_guard,v3_control,close_gt_ema20_and_bullish_candle,close_gt_ema20_and_bullish_candle,none,fixed_hold_3,Fast anchor control fixed hold 3.,3,0.0,0.0,False,5,0.0,1.5,5,3,False,33.33,33.3333,-1.4932,5.7028,4.6003,10.5,2.5663,22.0,-9.4659,max_hold:3,finance,,perbankan,
BBRI,baseline_v4_quality_gate_guard,baseline_v4_quality_gate_guard,v4_anchor_control,close_gt_ema20_and_bullish_candle,close_gt_ema20_and_bullish_candle,body_strength_floor,fixed_hold_3,Baseline v4 iterasi pertama fixed hold 3.,3,0.0,0.0,False,5,0.0,1.5,4,3,False,33.33,33.3333,-1.4932,5.7028,4.6003,10.5,2.5663,22.0,-9.4659,max_hold:3,finance,,perbankan,
BBRI,baseline_v5_hold5_extension,baseline_v5_hold5_extension,v5_candidate,close_gt_ema20_and_bullish_candle,close_gt_ema20_and_bullish_candle,body_strength_floor,fixed_hold_5,Perpanjang hold menjadi 5 bar untuk menangkap follow-through lebih lama.,5,0.0,0.0,False,5,0.0,1.5,4,1,False,100.0,100.0,3.1169,0.0,32.7922,3.5,0.0,30.0,6.2922,max_hold:1,finance,,perbankan,
BBRI,baseline_v5_hold5_stop3_take6,baseline_v5_hold5_stop3_take6,v5_candidate,close_gt_ema20_and_bullish_candle,close_gt_ema20_and_bullish_candle,body_strength_floor,hold5_with_stop3_take6,Max hold 5 bar dengan stop loss 3 persen dan take profit 6 persen.,5,3.0,6.0,False,5,0.0,1.5,4,1,False,100.0,100.0,3.1169,0.0,32.7922,3.5,0.0,30.0,6.2922,max_hold:1,finance,,perbankan,
BBRI,baseline_v5_hold5_ema20_fail_exit,baseline_v5_hold5_ema20_fail_exit,v5_candidate,close_gt_ema20_and_bullish_candle,close_gt_ema20_and_bullish_candle,body_strength_floor,hold5_with_ema20_fail_exit,Max hold 5 bar tetapi keluar lebih cepat saat close jatuh di bawah EMA20.,5,0.0,0.0,True,5,0.0,1.5,4,2,False,50.0,50.0,-0.6524,0.0,10.869,7.0,0.0,26.0,-8.131,"ema20_fail:1,max_hold:1",finance,,perbankan,
BBRI,baseline_v5_hold4_extension,baseline_v5_hold4_extension,v5_candidate,close_gt_ema20_and_bullish_candle,close_gt_ema20_and_bullish_candle,body_strength_floor,fixed_hold_4,Perpanjang hold dari 3 menjadi 4 bar tanpa exit tambahan.,4,0.0,0.0,False,5,0.0,1.5,4,2,False,50.0,50.0,-2.2592,5.0378,6.852,7.0,2.267,26.0,-14.415,max_hold:2,finance,,perbankan,
BMRI,baseline_reference,baseline_v2_hold3_with_trend_guard,reference,close_gt_ema50_and_bullish_candle,close_gt_ema50_and_bullish_candle,none,fixed_hold_3,Reference baseline fixed hold 3.,3,0.0,0.0,False,5,0.0,1.5,0,0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,-34.0,,finance,,perbankan,
BMRI,baseline_v3_ema20_trend_guard,baseline_v3_ema20_trend_guard,v3_control,close_gt_ema20_and_bullish_candle,close_gt_ema20_and_bullish_candle,none,fixed_hold_3,Fast anchor control fixed hold 3.,3,0.0,0.0,False,5,0.0,1.5,7,4,False,50.0,50.0,-1.6877,8.5072,8.2808,14.0,3.8282,18.0,0.4525,max_hold:4,finance,,perbankan,
BMRI,baseline_v4_quality_gate_guard,baseline_v4_quality_gate_guard,v4_anchor_control,close_gt_ema20_and_bullish_candle,close_gt_ema20_and_bullish_candle,body_strength_floor,fixed_hold_3,Baseline v4 iterasi pertama fixed hold 3.,3,0.0,0.0,False,5,0.0,1.5,5,4,False,0.0,0.0,-2.5214,9.7898,-6.3035,14.0,4.4054,18.0,-14.7089,max_hold:4,finance,,perbankan,
BMRI,baseline_v5_hold5_ema20_fail_exit,baseline_v5_hold5_ema20_fail_exit,v5_candidate,close_gt_ema20_and_bullish_candle,close_gt_ema20_and_bullish_candle,body_strength_floor,hold5_with_ema20_fail_exit,Max hold 5 bar tetapi keluar lebih cepat saat close jatuh di bawah EMA20.,5,0.0,0.0,True,5,0.0,1.5,5,3,False,33.33,33.3333,-1.3379,4.4387,4.9886,10.5,1.9974,22.0,-8.5088,"ema20_fail:2,max_hold:1",finance,,perbankan,
BMRI,baseline_v5_hold5_extension,baseline_v5_hold5_extension,v5_candidate,close_gt_ema20_and_bullish_candle,close_gt_ema20_and_bullish_candle,body_strength_floor,fixed_hold_5,Perpanjang hold menjadi 5 bar untuk menangkap follow-through lebih lama.,5,0.0,0.0,False,5,0.0,1.5,5,3,False,33.33,33.3333,-2.2741,7.1822,2.6481,10.5,3.232,22.0,-12.0839,max_hold:3,finance,,perbankan,
BMRI,baseline_v5_hold4_extension,baseline_v5_hold4_extension,v5_candidate,close_gt_ema20_and_bullish_candle,close_gt_ema20_and_bullish_candle,body_strength_floor,fixed_hold_4,Perpanjang hold dari 3 menjadi 4 bar tanpa exit tambahan.,4,0.0,0.0,False,5,0.0,1.5,5,3,False,33.33,33.3333,-2.3256,8.6793,2.5193,10.5,3.9057,22.0,-12.8864,max_hold:3,finance,,perbankan,
BMRI,baseline_v5_hold5_stop3_take6,baseline_v5_hold5_stop3_take6,v5_candidate,close_gt_ema20_and_bullish_candle,close_gt_ema20_and_bullish_candle,body_strength_floor,hold5_with_stop3_take6,Max hold 5 bar dengan stop loss 3 persen dan take profit 6 persen.,5,3.0,6.0,False,5,0.0,1.5,5,4,False,0.0,0.0,-3.0,8.7327,-7.5,14.0,3.9297,18.0,-15.4297,stop_loss:4,finance,,perbankan,
BUMI,baseline_reference,baseline_v2_hold3_with_trend_guard,reference,close_gt_ema50_and_bullish_candle,close_gt_ema50_and_bullish_candle,none,fixed_hold_3,Reference baseline fixed hold 3.,3,0.0,0.0,False,5,0.0,1.5,0,0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,-34.0,,mining,,pertambangan,
BUMI,baseline_v3_ema20_trend_guard,baseline_v3_ema20_trend_guard,v3_control,close_gt_ema20_and_bullish_candle,close_gt_ema20_and_bullish_candle,none,fixed_hold_3,Fast anchor control fixed hold 3.,3,0.0,0.0,False,5,0.0,1.5,6,4,False,25.0,25.0,-3.9818,8.2707,-3.7045,14.0,3.7218,18.0,-11.4263,max_hold:4,mining,,pertambangan,
BUMI,baseline_v4_quality_gate_guard,baseline_v4_quality_gate_guard,v4_anchor_control,close_gt_ema20_and_bullish_candle,close_gt_ema20_and_bullish_candle,body_strength_floor,fixed_hold_3,Baseline v4 iterasi pertama fixed hold 3.,3,0.0,0.0,False,5,0.0,1.5,5,4,False,25.0,25.0,-3.9818,8.2707,-3.7045,14.0,3.7218,18.0,-11.4263,max_hold:4,mining,,pertambangan,
BUMI,baseline_v5_hold5_stop3_take6,baseline_v5_hold5_stop3_take6,v5_candidate,close_gt_ema20_and_bullish_candle,close_gt_ema20_and_bullish_candle,body_strength_floor,hold5_with_stop3_take6,Max hold 5 bar dengan stop loss 3 persen dan take profit 6 persen.,5,3.0,6.0,False,5,0.0,1.5,5,3,False,33.33,33.3333,0.0,3.0,8.3333,10.5,1.35,22.0,-4.5167,"stop_loss:2,take_profit:1",mining,,pertambangan,
BUMI,baseline_v5_hold4_extension,baseline_v5_hold4_extension,v5_candidate,close_gt_ema20_and_bullish_candle,close_gt_ema20_and_bullish_candle,body_strength_floor,fixed_hold_4,Perpanjang hold dari 3 menjadi 4 bar tanpa exit tambahan.,4,0.0,0.0,False,5,0.0,1.5,5,2,False,50.0,50.0,-0.9877,0.0,10.0307,7.0,0.0,26.0,-8.9693,max_hold:2,mining,,pertambangan,
BUMI,baseline_v5_hold5_ema20_fail_exit,baseline_v5_hold5_ema20_fail_exit,v5_candidate,close_gt_ema20_and_bullish_candle,close_gt_ema20_and_bullish_candle,body_strength_floor,hold5_with_ema20_fail_exit,Max hold 5 bar tetapi keluar lebih cepat saat close jatuh di bawah EMA20.,5,0.0,0.0,True,5,0.0,1.5,5,3,False,33.33,33.3333,-3.3897,1.7241,-0.1409,10.5,0.7758,22.0,-12.4168,"ema20_fail:2,max_hold:1",mining,,pertambangan,
BUMI,baseline_v5_hold5_extension,baseline_v5_hold5_extension,v5_candidate,close_gt_ema20_and_bullish_candle,close_gt_ema20_and_bullish_candle,body_strength_floor,fixed_hold_5,Perpanjang hold menjadi 5 bar untuk menangkap follow-through lebih lama.,5,0.0,0.0,False,5,0.0,1.5,5,2,False,50.0,50.0,-4.6986,0.0,0.7535,7.0,0.0,26.0,-18.2465,max_hold:2,mining,,pertambangan,
DEWA,baseline_reference,baseline_v2_hold3_with_trend_guard,reference,close_gt_ema50_and_bullish_candle,close_gt_ema50_and_bullish_candle,none,fixed_hold_3,Reference baseline fixed hold 3.,3,0.0,0.0,False,5,0.0,1.5,1,1,False,0.0,0.0,-6.7797,0.0,-16.9492,3.5,0.0,30.0,-43.4492,max_hold:1,mining,,pertambangan,
DEWA,baseline_v3_ema20_trend_guard,baseline_v3_ema20_trend_guard,v3_control,close_gt_ema20_and_bullish_candle,close_gt_ema20_and_bullish_candle,none,fixed_hold_3,Fast anchor control fixed hold 3.,3,0.0,0.0,False,5,0.0,1.5,8,4,False,25.0,25.0,-2.0066,6.7797,1.2335,14.0,3.0509,18.0,-5.8174,max_hold:4,mining,,pertambangan,
DEWA,baseline_v4_quality_gate_guard,baseline_v4_quality_gate_guard,v4_anchor_control,close_gt_ema20_and_bullish_candle,close_gt_ema20_and_bullish_candle,body_strength_floor,fixed_hold_3,Baseline v4 iterasi pertama fixed hold 3.,3,0.0,0.0,False,5,0.0,1.5,4,3,False,33.33,33.3333,-0.4896,2.0576,7.1093,10.5,0.9259,22.0,-5.3166,max_hold:3,mining,,pertambangan,
DEWA,baseline_v5_hold4_extension,baseline_v5_hold4_extension,v5_candidate,close_gt_ema20_and_bullish_candle,close_gt_ema20_and_bullish_candle,body_strength_floor,fixed_hold_4,Perpanjang hold dari 3 menjadi 4 bar tanpa exit tambahan.,4,0.0,0.0,False,5,0.0,1.5,4,3,False,66.67,66.6667,1.8737,0.0,21.3509,10.5,0.0,22.0,9.8509,max_hold:3,mining,,pertambangan,
DEWA,baseline_v5_hold5_extension,baseline_v5_hold5_extension,v5_candidate,close_gt_ema20_and_bullish_candle,close_gt_ema20_and_bullish_candle,body_strength_floor,fixed_hold_5,Perpanjang hold menjadi 5 bar untuk menangkap follow-through lebih lama.,5,0.0,0.0,False,5,0.0,1.5,4,2,False,50.0,50.0,-4.4652,0.0,1.337,7.0,0.0,26.0,-17.663,max_hold:2,mining,,pertambangan,
DEWA,baseline_v5_hold5_ema20_fail_exit,baseline_v5_hold5_ema20_fail_exit,v5_candidate,close_gt_ema20_and_bullish_candle,close_gt_ema20_and_bullish_candle,body_strength_floor,hold5_with_ema20_fail_exit,Max hold 5 bar tetapi keluar lebih cepat saat close jatuh di bawah EMA20.,5,0.0,0.0,True,5,0.0,1.5,4,2,False,50.0,50.0,-4.4652,0.0,1.337,7.0,0.0,26.0,-17.663,"ema20_fail:1,max_hold:1",mining,,pertambangan,
DEWA,baseline_v5_hold5_stop3_take6,baseline_v5_hold5_stop3_take6,v5_candidate,close_gt_ema20_and_bullish_candle,close_gt_ema20_and_bullish_candle,body_strength_floor,hold5_with_stop3_take6,Max hold 5 bar dengan stop loss 3 persen dan take profit 6 persen.,5,3.0,6.0,False,5,0.0,1.5,4,2,False,0.0,0.0,-3.0,3.0,-7.5,7.0,1.35,26.0,-27.85,stop_loss:2,mining,,pertambangan,
GOTO,baseline_reference,baseline_v2_hold3_with_trend_guard,reference,close_gt_ema50_and_bullish_candle,close_gt_ema50_and_bullish_candle,none,fixed_hold_3,Reference baseline fixed hold 3.,3,0.0,0.0,False,5,0.0,1.5,0,0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,-34.0,,technology,,teknologi,
GOTO,baseline_v3_ema20_trend_guard,baseline_v3_ema20_trend_guard,v3_control,close_gt_ema20_and_bullish_candle,close_gt_ema20_and_bullish_candle,none,fixed_hold_3,Fast anchor control fixed hold 3.,3,0.0,0.0,False,5,0.0,1.5,0,0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,-34.0,,technology,,teknologi,
GOTO,baseline_v4_quality_gate_guard,baseline_v4_quality_gate_guard,v4_anchor_control,close_gt_ema20_and_bullish_candle,close_gt_ema20_and_bullish_candle,body_strength_floor,fixed_hold_3,Baseline v4 iterasi pertama fixed hold 3.,3,0.0,0.0,False,5,0.0,1.5,0,0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,-34.0,,technology,,teknologi,
GOTO,baseline_v5_hold4_extension,baseline_v5_hold4_extension,v5_candidate,close_gt_ema20_and_bullish_candle,close_gt_ema20_and_bullish_candle,body_strength_floor,fixed_hold_4,Perpanjang hold dari 3 menjadi 4 bar tanpa exit tambahan.,4,0.0,0.0,False,5,0.0,1.5,0,0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,-34.0,,technology,,teknologi,
GOTO,baseline_v5_hold5_extension,baseline_v5_hold5_extension,v5_candidate,close_gt_ema20_and_bullish_candle,close_gt_ema20_and_bullish_candle,body_strength_floor,fixed_hold_5,Perpanjang hold menjadi 5 bar untuk menangkap follow-through lebih lama.,5,0.0,0.0,False,5,0.0,1.5,0,0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,-34.0,,technology,,teknologi,
GOTO,baseline_v5_hold5_stop3_take6,baseline_v5_hold5_stop3_take6,v5_candidate,close_gt_ema20_and_bullish_candle,close_gt_ema20_and_bullish_candle,body_strength_floor,hold5_with_stop3_take6,Max hold 5 bar dengan stop loss 3 persen dan take profit 6 persen.,5,3.0,6.0,False,5,0.0,1.5,0,0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,-34.0,,technology,,teknologi,
GOTO,baseline_v5_hold5_ema20_fail_exit,baseline_v5_hold5_ema20_fail_exit,v5_candidate,close_gt_ema20_and_bullish_candle,close_gt_ema20_and_bullish_candle,body_strength_floor,hold5_with_ema20_fail_exit,Max hold 5 bar tetapi keluar lebih cepat saat close jatuh di bawah EMA20.,5,0.0,0.0,True,5,0.0,1.5,0,0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,-34.0,,technology,,teknologi,
ICBP,baseline_reference,baseline_v2_hold3_with_trend_guard,reference,close_gt_ema50_and_bullish_candle,close_gt_ema50_and_bullish_candle,none,fixed_hold_3,Reference baseline fixed hold 3.,3,0.0,0.0,False,5,0.0,1.5,0,0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,-34.0,,consumer,,konsumsi,
ICBP,baseline_v3_ema20_trend_guard,baseline_v3_ema20_trend_guard,v3_control,close_gt_ema20_and_bullish_candle,close_gt_ema20_and_bullish_candle,none,fixed_hold_3,Fast anchor control fixed hold 3.,3,0.0,0.0,False,5,0.0,1.5,2,1,False,100.0,100.0,0.3367,0.0,25.8418,3.5,0.0,30.0,-0.6582,max_hold:1,consumer,,konsumsi,
ICBP,baseline_v4_quality_gate_guard,baseline_v4_quality_gate_guard,v4_anchor_control,close_gt_ema20_and_bullish_candle,close_gt_ema20_and_bullish_candle,body_strength_floor,fixed_hold_3,Baseline v4 iterasi pertama fixed hold 3.,3,0.0,0.0,False,5,0.0,1.5,0,0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,-34.0,,consumer,,konsumsi,
ICBP,baseline_v5_hold4_extension,baseline_v5_hold4_extension,v5_candidate,close_gt_ema20_and_bullish_candle,close_gt_ema20_and_bullish_candle,body_strength_floor,fixed_hold_4,Perpanjang hold dari 3 menjadi 4 bar tanpa exit tambahan.,4,0.0,0.0,False,5,0.0,1.5,0,0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,-34.0,,consumer,,konsumsi,
ICBP,baseline_v5_hold5_extension,baseline_v5_hold5_extension,v5_candidate,close_gt_ema20_and_bullish_candle,close_gt_ema20_and_bullish_candle,body_strength_floor,fixed_hold_5,Perpanjang hold menjadi 5 bar untuk menangkap follow-through lebih lama.,5,0.0,0.0,False,5,0.0,1.5,0,0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,-34.0,,consumer,,konsumsi,
ICBP,baseline_v5_hold5_stop3_take6,baseline_v5_hold5_stop3_take6,v5_candidate,close_gt_ema20_and_bullish_candle,close_gt_ema20_and_bullish_candle,body_strength_floor,hold5_with_stop3_take6,Max hold 5 bar dengan stop loss 3 persen dan take profit 6 persen.,5,3.0,6.0,False,5,0.0,1.5,0,0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,-34.0,,consumer,,konsumsi,
ICBP,baseline_v5_hold5_ema20_fail_exit,baseline_v5_hold5_ema20_fail_exit,v5_candidate,close_gt_ema20_and_bullish_candle,close_gt_ema20_and_bullish_candle,body_strength_floor,hold5_with_ema20_fail_exit,Max hold 5 bar tetapi keluar lebih cepat saat close jatuh di bawah EMA20.,5,0.0,0.0,True,5,0.0,1.5,0,0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,-34.0,,consumer,,konsumsi,
INDF,baseline_reference,baseline_v2_hold3_with_trend_guard,reference,close_gt_ema50_and_bullish_candle,close_gt_ema50_and_bullish_candle,none,fixed_hold_3,Reference baseline fixed hold 3.,3,0.0,0.0,False,5,0.0,1.5,5,2,False,100.0,100.0,1.6643,0.0,29.1608,7.0,0.0,26.0,10.1608,max_hold:2,consumer,,konsumsi,
