scenario_id,scenario_label,evaluation_scope,segment_field,segment_value,segment_ticker_count,experiment_stage,candidate_id,eligible_trade_floor,min_eligible_tickers_required,minimum_trade_sample_required,ticker_count,eligible_ticker_count,total_trades_sum,positive_score_ticker_count,mean_average_return_all,mean_average_return_eligible,mean_score_all,supportive_but_ineligible_ticker_count,positive_return_but_ineligible_ticker_count,sample_skew_gap,outlier_bias_risk,status,coverage_ok,trade_sample_ok,quality_all_ok,quality_eligible_ok,eligible_definition_supported,supporting_segment_field,supporting_segment_value,supporting_segment_status
scenario_c_segment_aware_guardrail,Segment-aware guardrail,segment,volatility_segment,mixed_volatility,4,baseline_v2,baseline_v2_hold3_with_trend_guard,10,2,15,4,4,1108,3,-0.1155,-0.1155,4.51645,0,0,0.0,False,no_go,True,True,False,False,True,,,
scenario_c_segment_aware_guardrail,Segment-aware guardrail,segment,sector,energi,1,baseline_v2,baseline_v2_hold3_with_trend_guard,10,2,10,1,1,284,0,-0.5069,-0.5069,-12.2869,0,0,0.0,False,insufficient_segment,False,True,False,False,True,,,
scenario_c_segment_aware_guardrail,Segment-aware guardrail,segment,sector,konsumsi,3,baseline_v2,baseline_v2_hold3_with_trend_guard,10,2,15,3,3,751,2,-0.21313,-0.21313,0.86377,0,0,0.0,False,no_go,True,True,False,False,True,,,
scenario_c_segment_aware_guardrail,Segment-aware guardrail,segment,sector,otomotif,1,baseline_v2,baseline_v2_hold3_with_trend_guard,10,2,10,1,1,253,1,-0.0422,-0.0422,10.0595,0,0,0.0,False,insufficient_segment,False,True,False,False,True,,,
scenario_c_segment_aware_guardrail,Segment-aware guardrail,segment,sector,perbankan,3,baseline_v2,baseline_v2_hold3_with_trend_guard,10,2,15,3,3,963,2,-0.14087,-0.14087,4.77113,0,0,0.0,False,no_go,True,True,False,False,True,,,
scenario_c_segment_aware_guardrail,Segment-aware guardrail,segment,sector,pertambangan,2,baseline_v2,baseline_v2_hold3_with_trend_guard,10,2,10,2,2,320,0,0.37535,0.37535,-4.61665,0,0,0.0,False,insufficient_segment,True,True,True,True,True,,,
scenario_c_segment_aware_guardrail,Segment-aware guardrail,segment,sector,teknologi,1,baseline_v2,baseline_v2_hold3_with_trend_guard,10,2,10,1,1,63,0,-0.9989,-0.9989,-1.7998,0,0,0.0,False,insufficient_segment,False,True,False,False,True,,,
scenario_c_segment_aware_guardrail,Segment-aware guardrail,segment,sector,telekomunikasi,1,baseline_v2,baseline_v2_hold3_with_trend_guard,10,2,10,1,1,270,0,-0.3756,-0.3756,-4.5377,0,0,0.0,False,insufficient_segment,False,True,False,False,True,,,
scenario_c_segment_aware_guardrail,Segment-aware guardrail,segment,category,automotive,1,baseline_v2,baseline_v2_hold3_with_trend_guard,10,2,10,1,1,253,1,-0.0422,-0.0422,10.0595,0,0,0.0,False,insufficient_segment,False,True,False,False,True,,,
scenario_c_segment_aware_guardrail,Segment-aware guardrail,segment,category,consumer,3,baseline_v2,baseline_v2_hold3_with_trend_guard,10,2,15,3,3,751,2,-0.21313,-0.21313,0.86377,0,0,0.0,False,no_go,True,True,False,False,True,,,
scenario_c_segment_aware_guardrail,Segment-aware guardrail,segment,category,energy,1,baseline_v2,baseline_v2_hold3_with_trend_guard,10,2,10,1,1,284,0,-0.5069,-0.5069,-12.2869,0,0,0.0,False,insufficient_segment,False,True,False,False,True,,,
scenario_c_segment_aware_guardrail,Segment-aware guardrail,segment,category,finance,3,baseline_v2,baseline_v2_hold3_with_trend_guard,10,2,15,3,3,963,2,-0.14087,-0.14087,4.77113,0,0,0.0,False,no_go,True,True,False,False,True,,,
scenario_c_segment_aware_guardrail,Segment-aware guardrail,segment,category,mining,2,baseline_v2,baseline_v2_hold3_with_trend_guard,10,2,10,2,2,320,0,0.37535,0.37535,-4.61665,0,0,0.0,False,insufficient_segment,True,True,True,True,True,,,
scenario_c_segment_aware_guardrail,Segment-aware guardrail,segment,category,technology,1,baseline_v2,baseline_v2_hold3_with_trend_guard,10,2,10,1,1,63,0,-0.9989,-0.9989,-1.7998,0,0,0.0,False,insufficient_segment,False,True,False,False,True,,,
scenario_c_segment_aware_guardrail,Segment-aware guardrail,segment,category,telco,1,baseline_v2,baseline_v2_hold3_with_trend_guard,10,2,10,1,1,270,0,-0.3756,-0.3756,-4.5377,0,0,0.0,False,insufficient_segment,False,True,False,False,True,,,
scenario_d_supporting_evidence_rule,Keep global gate with supporting evidence rule,global_plus_supporting_segment,__global__,__global__,12,baseline_v2,baseline_v2_hold3_with_trend_guard,10,3,15,12,12,2904,5,-0.18624,-0.18624,-0.07446,0,0,0.0,False,no_go,True,True,False,False,True,,,
scenario_a_current_guardrail,Current global guardrail,global,__global__,__global__,10,baseline_v3,baseline_v3_ema20_trend_guard,10,3,15,10,1,56,6,-0.01014,-0.8457,11.83539,5,2,0.83556,False,no_go,False,True,False,False,True,,,
scenario_b_relaxed_sample_gate,Relaxed sample gate,global,__global__,__global__,10,baseline_v3,baseline_v3_ema20_trend_guard,9,2,12,10,1,56,6,-0.01014,-0.8457,11.83539,5,2,0.83556,False,no_go,False,True,False,False,True,,,
scenario_c_segment_aware_guardrail,Segment-aware guardrail,segment,news_segment,high_news,4,baseline_v3,baseline_v3_ema20_trend_guard,10,2,15,4,0,21,2,-3.66965,,-0.1398,2,0,,False,no_go,False,True,False,False,False,,,
scenario_c_segment_aware_guardrail,Segment-aware guardrail,segment,news_segment,low_news,2,baseline_v3,baseline_v3_ema20_trend_guard,10,2,10,2,0,12,2,1.28265,,26.7672,2,1,,True,insufficient_segment,False,True,True,False,False,,,
scenario_c_segment_aware_guardrail,Segment-aware guardrail,segment,news_segment,mid_news,4,baseline_v3,baseline_v3_ema20_trend_guard,10,2,15,4,1,23,2,3.00298,-0.8457,16.34468,1,1,3.84868,True,no_go,False,True,True,False,True,,,
scenario_c_segment_aware_guardrail,Segment-aware guardrail,segment,sentiment_segment,sentiment_poor,4,baseline_v3,baseline_v3_ema20_trend_guard,10,2,15,4,0,19,3,-1.3349,,9.93772,3,1,,False,no_go,False,True,False,False,False,,,
scenario_c_segment_aware_guardrail,Segment-aware guardrail,segment,sentiment_segment,sentiment_rich,6,baseline_v3,baseline_v3_ema20_trend_guard,10,3,15,6,1,37,3,0.87303,-0.8457,13.1005,2,1,1.71873,True,no_go,False,True,True,False,True,,,
scenario_c_segment_aware_guardrail,Segment-aware guardrail,segment,liquidity_segment,liquid_active,6,baseline_v3,baseline_v3_ema20_trend_guard,10,3,15,6,0,32,3,0.13043,,11.9164,3,1,,True,no_go,False,True,True,False,False,,,
scenario_c_segment_aware_guardrail,Segment-aware guardrail,segment,liquidity_segment,thin_sparse,4,baseline_v3,baseline_v3_ema20_trend_guard,10,2,15,4,1,24,3,-0.221,-0.8457,11.71387,2,1,0.6247,False,no_go,False,True,False,False,True,,,
scenario_c_segment_aware_guardrail,Segment-aware guardrail,segment,volatility_segment,higher_volatility,4,baseline_v3,baseline_v3_ema20_trend_guard,10,2,15,4,1,19,2,3.71655,-0.8457,14.20375,1,1,4.56225,True,no_go,False,True,True,False,True,,,
scenario_c_segment_aware_guardrail,Segment-aware guardrail,segment,volatility_segment,lower_volatility,2,baseline_v3,baseline_v3_ema20_trend_guard,10,2,10,2,0,13,2,-2.8262,,9.75385,2,0,,False,insufficient_segment,False,True,False,False,False,,,
scenario_c_segment_aware_guardrail,Segment-aware guardrail,segment,volatility_segment,mixed_volatility,4,baseline_v3,baseline_v3_ema20_trend_guard,10,2,15,4,0,24,2,-2.3288,,10.5078,2,1,,False,no_go,False,True,False,False,False,,,
scenario_c_segment_aware_guardrail,Segment-aware guardrail,segment,sector,energi,1,baseline_v3,baseline_v3_ema20_trend_guard,10,2,10,1,1,10,1,-0.8457,-0.8457,19.756,0,0,0.0,False,insufficient_segment,False,True,False,False,True,,,
scenario_c_segment_aware_guardrail,Segment-aware guardrail,segment,sector,konsumsi,1,baseline_v3,baseline_v3_ema20_trend_guard,10,2,10,1,0,6,1,3.8889,,38.2589,1,1,,True,insufficient_segment,False,False,True,False,False,,,
scenario_c_segment_aware_guardrail,Segment-aware guardrail,segment,sector,otomotif,1,baseline_v3,baseline_v3_ema20_trend_guard,10,2,10,1,0,6,1,-1.3236,,15.2755,1,0,,False,insufficient_segment,False,False,False,False,False,,,
scenario_c_segment_aware_guardrail,Segment-aware guardrail,segment,sector,perbankan,3,baseline_v3,baseline_v3_ema20_trend_guard,10,2,15,3,0,17,1,-5.33723,,-3.1175,1,0,,False,no_go,False,True,False,False,False,,,
scenario_c_segment_aware_guardrail,Segment-aware guardrail,segment,sector,pertambangan,2,baseline_v3,baseline_v3_ema20_trend_guard,10,2,10,2,0,4,0,-3.18865,,-21.18455,0,0,,False,insufficient_segment,False,False,False,False,False,,,
scenario_c_segment_aware_guardrail,Segment-aware guardrail,segment,sector,teknologi,1,baseline_v3,baseline_v3_ema20_trend_guard,10,2,10,1,0,5,1,22.0892,,79.4281,1,1,,True,insufficient_segment,False,False,True,False,False,,,
scenario_c_segment_aware_guardrail,Segment-aware guardrail,segment,sector,telekomunikasi,1,baseline_v3,baseline_v3_ema20_trend_guard,10,2,10,1,0,8,1,-1.5212,,17.357,1,0,,False,insufficient_segment,False,False,False,False,False,,,
scenario_c_segment_aware_guardrail,Segment-aware guardrail,segment,category,automotive,1,baseline_v3,baseline_v3_ema20_trend_guard,10,2,10,1,0,6,1,-1.3236,,15.2755,1,0,,False,insufficient_segment,False,False,False,False,False,,,
scenario_c_segment_aware_guardrail,Segment-aware guardrail,segment,category,consumer,1,baseline_v3,baseline_v3_ema20_trend_guard,10,2,10,1,0,6,1,3.8889,,38.2589,1,1,,True,insufficient_segment,False,False,True,False,False,,,
scenario_c_segment_aware_guardrail,Segment-aware guardrail,segment,category,energy,1,baseline_v3,baseline_v3_ema20_trend_guard,10,2,10,1,1,10,1,-0.8457,-0.8457,19.756,0,0,0.0,False,insufficient_segment,False,True,False,False,True,,,
scenario_c_segment_aware_guardrail,Segment-aware guardrail,segment,category,finance,3,baseline_v3,baseline_v3_ema20_trend_guard,10,2,15,3,0,17,1,-5.33723,,-3.1175,1,0,,False,no_go,False,True,False,False,False,,,
scenario_c_segment_aware_guardrail,Segment-aware guardrail,segment,category,mining,2,baseline_v3,baseline_v3_ema20_trend_guard,10,2,10,2,0,4,0,-3.18865,,-21.18455,0,0,,False,insufficient_segment,False,False,False,False,False,,,
scenario_c_segment_aware_guardrail,Segment-aware guardrail,segment,category,technology,1,baseline_v3,baseline_v3_ema20_trend_guard,10,2,10,1,0,5,1,22.0892,,79.4281,1,1,,True,insufficient_segment,False,False,True,False,False,,,
scenario_c_segment_aware_guardrail,Segment-aware guardrail,segment,category,telco,1,baseline_v3,baseline_v3_ema20_trend_guard,10,2,10,1,0,8,1,-1.5212,,17.357,1,0,,False,insufficient_segment,False,False,False,False,False,,,
scenario_d_supporting_evidence_rule,Keep global gate with supporting evidence rule,global_plus_supporting_segment,__global__,__global__,10,baseline_v3,baseline_v3_ema20_trend_guard,10,3,15,10,1,56,6,-0.01014,-0.8457,11.83539,5,2,0.83556,False,no_go,False,True,False,False,True,,,
scenario_a_current_guardrail,Current global guardrail,global,__global__,__global__,10,baseline_v4,baseline_v4_quality_gate_guard,10,3,15,10,0,34,3,7.41434,,11.86048,3,2,,True,no_go,False,True,True,False,False,,,
scenario_b_relaxed_sample_gate,Relaxed sample gate,global,__global__,__global__,10,baseline_v4,baseline_v4_quality_gate_guard,9,2,12,10,0,34,3,7.41434,,11.86048,3,2,,True,no_go,False,True,True,False,False,,,
scenario_c_segment_aware_guardrail,Segment-aware guardrail,segment,news_segment,high_news,4,baseline_v4,baseline_v4_quality_gate_guard,10,2,15,4,0,13,0,-3.73285,,-14.67335,0,0,,False,no_go,False,False,False,False,False,,,
scenario_c_segment_aware_guardrail,Segment-aware guardrail,segment,news_segment,low_news,2,baseline_v4,baseline_v4_quality_gate_guard,10,2,10,2,0,7,1,-0.1053,,-7.6813,1,1,,False,insufficient_segment,False,False,False,False,False,,,
scenario_c_segment_aware_guardrail,Segment-aware guardrail,segment,news_segment,mid_news,4,baseline_v4,baseline_v4_quality_gate_guard,10,2,15,4,0,14,2,22.32135,,48.1652,2,1,,True,no_go,False,False,True,False,False,,,
scenario_c_segment_aware_guardrail,Segment-aware guardrail,segment,sentiment_segment,sentiment_poor,4,baseline_v4,baseline_v4_quality_gate_guard,10,2,15,4,0,11,1,-1.9138,,-15.15383,1,1,,False,no_go,False,False,False,False,False,,,
scenario_c_segment_aware_guardrail,Segment-aware guardrail,segment,sentiment_segment,sentiment_rich,6,baseline_v4,baseline_v4_quality_gate_guard,10,3,15,6,0,23,2,13.6331,,29.87002,2,1,,True,no_go,False,True,True,False,False,,,
scenario_c_segment_aware_guardrail,Segment-aware guardrail,segment,liquidity_segment,liquid_active,6,baseline_v4,baseline_v4_quality_gate_guard,10,3,15,6,0,18,1,13.04348,,24.56017,1,1,,True,no_go,False,True,True,False,False,,,
scenario_c_segment_aware_guardrail,Segment-aware guardrail,segment,liquidity_segment,thin_sparse,4,baseline_v4,baseline_v4_quality_gate_guard,10,2,15,4,0,16,2,-1.02937,,-7.18905,2,1,,False,no_go,False,True,False,False,False,,,
scenario_c_segment_aware_guardrail,Segment-aware guardrail,segment,volatility_segment,higher_volatility,4,baseline_v4,baseline_v4_quality_gate_guard,10,2,15,4,0,13,2,24.1472,,56.21142,2,1,,True,no_go,False,False,True,False,False,,,
scenario_c_segment_aware_guardrail,Segment-aware guardrail,segment,volatility_segment,lower_volatility,2,baseline_v4,baseline_v4_quality_gate_guard,10,2,10,2,0,5,0,-2.9526,,-19.31325,0,0,,False,insufficient_segment,False,False,False,False,False,,,
scenario_c_segment_aware_guardrail,Segment-aware guardrail,segment,volatility_segment,mixed_volatility,4,baseline_v4,baseline_v4_quality_gate_guard,10,2,15,4,0,16,1,-4.13505,,-16.9036,1,1,,False,no_go,False,True,False,False,False,,,
scenario_c_segment_aware_guardrail,Segment-aware guardrail,segment,sector,energi,1,baseline_v4,baseline_v4_quality_gate_guard,10,2,10,1,0,7,1,-1.3033,,13.0413,1,0,,False,insufficient_segment,False,False,False,False,False,,,
scenario_c_segment_aware_guardrail,Segment-aware guardrail,segment,sector,konsumsi,1,baseline_v4,baseline_v4_quality_gate_guard,10,2,10,1,0,4,1,3.5652,,9.5882,1,1,,True,insufficient_segment,False,False,True,False,False,,,
scenario_c_segment_aware_guardrail,Segment-aware guardrail,segment,sector,otomotif,1,baseline_v4,baseline_v4_quality_gate_guard,10,2,10,1,0,3,0,-3.7758,,-24.9508,0,0,,False,insufficient_segment,False,False,False,False,False,,,
scenario_c_segment_aware_guardrail,Segment-aware guardrail,segment,sector,perbankan,3,baseline_v4,baseline_v4_quality_gate_guard,10,2,15,3,0,11,0,-6.66683,,-27.1901,0,0,,False,no_go,False,False,False,False,False,,,
scenario_c_segment_aware_guardrail,Segment-aware guardrail,segment,sector,pertambangan,2,baseline_v4,baseline_v4_quality_gate_guard,10,2,10,2,0,4,0,-3.18865,,-21.18455,0,0,,False,insufficient_segment,False,False,False,False,False,,,
scenario_c_segment_aware_guardrail,Segment-aware guardrail,segment,sector,teknologi,1,baseline_v4,baseline_v4_quality_gate_guard,10,2,10,1,0,2,1,104.2694,,254.1735,1,1,,True,insufficient_segment,False,False,True,False,False,,,
scenario_c_segment_aware_guardrail,Segment-aware guardrail,segment,sector,telekomunikasi,1,baseline_v4,baseline_v4_quality_gate_guard,10,2,10,1,0,3,0,-2.2343,,-9.308,0,0,,False,insufficient_segment,False,False,False,False,False,,,
scenario_c_segment_aware_guardrail,Segment-aware guardrail,segment,category,automotive,1,baseline_v4,baseline_v4_quality_gate_guard,10,2,10,1,0,3,0,-3.7758,,-24.9508,0,0,,False,insufficient_segment,False,False,False,False,False,,,
scenario_c_segment_aware_guardrail,Segment-aware guardrail,segment,category,consumer,1,baseline_v4,baseline_v4_quality_gate_guard,10,2,10,1,0,4,1,3.5652,,9.5882,1,1,,True,insufficient_segment,False,False,True,False,False,,,
scenario_c_segment_aware_guardrail,Segment-aware guardrail,segment,category,energy,1,baseline_v4,baseline_v4_quality_gate_guard,10,2,10,1,0,7,1,-1.3033,,13.0413,1,0,,False,insufficient_segment,False,False,False,False,False,,,
scenario_c_segment_aware_guardrail,Segment-aware guardrail,segment,category,finance,3,baseline_v4,baseline_v4_quality_gate_guard,10,2,15,3,0,11,0,-6.66683,,-27.1901,0,0,,False,no_go,False,False,False,False,False,,,
scenario_c_segment_aware_guardrail,Segment-aware guardrail,segment,category,mining,2,baseline_v4,baseline_v4_quality_gate_guard,10,2,10,2,0,4,0,-3.18865,,-21.18455,0,0,,False,insufficient_segment,False,False,False,False,False,,,
scenario_c_segment_aware_guardrail,Segment-aware guardrail,segment,category,technology,1,baseline_v4,baseline_v4_quality_gate_guard,10,2,10,1,0,2,1,104.2694,,254.1735,1,1,,True,insufficient_segment,False,False,True,False,False,,,
scenario_c_segment_aware_guardrail,Segment-aware guardrail,segment,category,telco,1,baseline_v4,baseline_v4_quality_gate_guard,10,2,10,1,0,3,0,-2.2343,,-9.308,0,0,,False,insufficient_segment,False,False,False,False,False,,,
scenario_d_supporting_evidence_rule,Keep global gate with supporting evidence rule,global_plus_supporting_segment,__global__,__global__,10,baseline_v4,baseline_v4_quality_gate_guard,10,3,15,10,0,34,3,7.41434,,11.86048,3,2,,True,no_go,False,True,True,False,False,,,
scenario_a_current_guardrail,Current global guardrail,global,__global__,__global__,12,baseline_v5,baseline_v5_hold4_extension,10,3,15,12,0,21,3,-0.33547,,-12.97156,3,4,,False,no_go,False,True,False,False,False,,,
scenario_b_relaxed_sample_gate,Relaxed sample gate,global,__global__,__global__,12,baseline_v5,baseline_v5_hold4_extension,9,2,12,12,0,21,3,-0.33547,,-12.97156,3,4,,False,no_go,False,True,False,False,False,,,
scenario_c_segment_aware_guardrail,Segment-aware guardrail,segment,news_segment,high_news,4,baseline_v5,baseline_v5_hold4_extension,10,2,15,4,0,8,0,-1.66527,,-19.85605,0,0,,False,no_go,False,False,False,False,False,,,
scenario_c_segment_aware_guardrail,Segment-aware guardrail,segment,news_segment,low_news,4,baseline_v5,baseline_v5_hold4_extension,10,2,15,4,0,5,1,0.39282,,-11.14295,1,2,,True,no_go,False,False,True,False,False,,,
scenario_c_segment_aware_guardrail,Segment-aware guardrail,segment,news_segment,mid_news,4,baseline_v5,baseline_v5_hold4_extension,10,2,15,4,0,8,2,0.26603,,-7.91568,2,2,,True,no_go,False,False,True,False,False,,,
scenario_c_segment_aware_guardrail,Segment-aware guardrail,segment,sentiment_segment,sentiment_poor,6,baseline_v5,baseline_v5_hold4_extension,10,3,15,6,0,7,1,0.09727,,-14.59018,1,2,,True,no_go,False,False,True,False,False,,,
scenario_c_segment_aware_guardrail,Segment-aware guardrail,segment,sentiment_segment,sentiment_rich,6,baseline_v5,baseline_v5_hold4_extension,10,3,15,6,0,14,2,-0.76822,,-11.35293,2,2,,False,no_go,False,False,False,False,False,,,
scenario_c_segment_aware_guardrail,Segment-aware guardrail,segment,liquidity_segment,liquid_active,6,baseline_v5,baseline_v5_hold4_extension,10,3,15,6,0,10,0,-1.48672,,-21.30653,0,0,,False,no_go,False,False,False,False,False,,,
scenario_c_segment_aware_guardrail,Segment-aware guardrail,segment,liquidity_segment,thin_sparse,6,baseline_v5,baseline_v5_hold4_extension,10,3,15,6,0,11,3,0.81577,,-4.63658,3,4,,True,no_go,False,False,True,False,False,,,
scenario_c_segment_aware_guardrail,Segment-aware guardrail,segment,volatility_segment,higher_volatility,4,baseline_v5,baseline_v5_hold4_extension,10,2,15,4,0,8,2,0.5839,,-6.55425,2,2,,True,no_go,False,False,True,False,False,,,
scenario_c_segment_aware_guardrail,Segment-aware guardrail,segment,volatility_segment,lower_volatility,4,baseline_v5,baseline_v5_hold4_extension,10,2,15,4,0,5,1,0.06827,,-19.12905,1,1,,True,no_go,False,False,True,False,False,,,
scenario_c_segment_aware_guardrail,Segment-aware guardrail,segment,volatility_segment,mixed_volatility,4,baseline_v5,baseline_v5_hold4_extension,10,2,15,4,0,8,0,-1.6586,,-13.23138,0,1,,False,no_go,False,False,False,False,False,,,
scenario_c_segment_aware_guardrail,Segment-aware guardrail,segment,sector,energi,1,baseline_v5,baseline_v5_hold4_extension,10,2,10,1,0,3,1,1.4496,,6.9014,1,1,,True,insufficient_segment,False,False,True,False,False,,,
scenario_c_segment_aware_guardrail,Segment-aware guardrail,segment,sector,konsumsi,3,baseline_v5,baseline_v5_hold4_extension,10,2,15,3,0,3,1,1.3476,,-6.46433,1,2,,True,no_go,False,False,True,False,False,,,
scenario_c_segment_aware_guardrail,Segment-aware guardrail,segment,sector,otomotif,1,baseline_v5,baseline_v5_hold4_extension,10,2,10,1,0,2,0,-2.4715,,-25.1788,0,0,,False,insufficient_segment,False,False,False,False,False,,,
scenario_c_segment_aware_guardrail,Segment-aware guardrail,segment,sector,perbankan,3,baseline_v5,baseline_v5_hold4_extension,10,2,15,3,0,5,0,-1.52827,,-20.4338,0,0,,False,no_go,False,False,False,False,False,,,
scenario_c_segment_aware_guardrail,Segment-aware guardrail,segment,sector,pertambangan,2,baseline_v5,baseline_v5_hold4_extension,10,2,10,2,0,5,1,0.443,,0.4408,1,1,,True,insufficient_segment,False,False,True,False,False,,,
scenario_c_segment_aware_guardrail,Segment-aware guardrail,segment,sector,teknologi,1,baseline_v5,baseline_v5_hold4_extension,10,2,10,1,0,0,0,0.0,,-34.0,0,0,,False,insufficient_segment,False,False,False,False,False,,,
scenario_c_segment_aware_guardrail,Segment-aware guardrail,segment,sector,telekomunikasi,1,baseline_v5,baseline_v5_hold4_extension,10,2,10,1,0,3,0,-3.3478,,-23.5685,0,0,,False,insufficient_segment,False,False,False,False,False,,,
scenario_c_segment_aware_guardrail,Segment-aware guardrail,segment,category,automotive,1,baseline_v5,baseline_v5_hold4_extension,10,2,10,1,0,2,0,-2.4715,,-25.1788,0,0,,False,insufficient_segment,False,False,False,False,False,,,
scenario_c_segment_aware_guardrail,Segment-aware guardrail,segment,category,consumer,3,baseline_v5,baseline_v5_hold4_extension,10,2,15,3,0,3,1,1.3476,,-6.46433,1,2,,True,no_go,False,False,True,False,False,,,
scenario_c_segment_aware_guardrail,Segment-aware guardrail,segment,category,energy,1,baseline_v5,baseline_v5_hold4_extension,10,2,10,1,0,3,1,1.4496,,6.9014,1,1,,True,insufficient_segment,False,False,True,False,False,,,
scenario_c_segment_aware_guardrail,Segment-aware guardrail,segment,category,finance,3,baseline_v5,baseline_v5_hold4_extension,10,2,15,3,0,5,0,-1.52827,,-20.4338,0,0,,False,no_go,False,False,False,False,False,,,
scenario_c_segment_aware_guardrail,Segment-aware guardrail,segment,category,mining,2,baseline_v5,baseline_v5_hold4_extension,10,2,10,2,0,5,1,0.443,,0.4408,1,1,,True,insufficient_segment,False,False,True,False,False,,,
scenario_c_segment_aware_guardrail,Segment-aware guardrail,segment,category,technology,1,baseline_v5,baseline_v5_hold4_extension,10,2,10,1,0,0,0,0.0,,-34.0,0,0,,False,insufficient_segment,False,False,False,False,False,,,
scenario_c_segment_aware_guardrail,Segment-aware guardrail,segment,category,telco,1,baseline_v5,baseline_v5_hold4_extension,10,2,10,1,0,3,0,-3.3478,,-23.5685,0,0,,False,insufficient_segment,False,False,False,False,False,,,
scenario_d_supporting_evidence_rule,Keep global gate with supporting evidence rule,global_plus_supporting_segment,__global__,__global__,12,baseline_v5,baseline_v5_hold4_extension,10,3,15,12,0,21,3,-0.33547,,-12.97156,3,4,,False,no_go,False,True,False,False,False,,,
